elapsed_s,cost
20.559,26834200.0
20.559,26719100.0
20.559,26651400.0
20.559,26586900.0
20.559,26510600.0
20.559,26438900.0
20.559,26330800.0
20.559,26449500.0
20.559,26237500.0
20.559,26143400.0
20.559,26042600.0
20.559,25927600.0
20.559,29071400.0
20.559,26058700.0
20.559,25859400.0
20.559,25782800.0
20.559,25678400.0
20.559,25598600.0
20.559,25493700.0
20.559,25411000.0
20.559,25349000.0
20.559,25310800.0
20.559,25166400.0
20.559,26858000.0
20.559,25120900.0
20.559,25330700.0
20.559,25146500.0
20.559,25093900.0
20.559,24996700.0
20.559,24885400.0
20.559,25949600.0
20.559,24842300.0
20.559,24673700.0
20.559,24548800.0
20.559,24607500.0
20.559,24482300.0
20.559,24487500.0
20.559,24385700.0
20.559,24310100.0
20.559,24237900.0
20.559,24190700.0
20.559,24096200.0
20.559,24034900.0
20.559,23969000.0
20.559,21731400000.0
20.559,5438350000.0
20.559,243481000.0
20.559,23940200.0
20.559,40693100000.0
20.559,23134300000.0
20.559,8520110000.0
20.559,1553740000.0
20.559,194385000.0
20.559,39886900.0
20.559,25341800.0
20.559,24045800.0
20.559,23945900.0
20.559,23939700.0
20.559,23826200.0
20.559,28854200.0
20.559,23773500.0
20.559,23662700.0
20.559,32764800.0
20.559,23683700.0
20.559,23633900.0
20.559,214967000.0
20.559,29862400.0
20.559,23661900.0
20.559,23573400.0
20.559,37121800.0
20.559,24615600.0
20.559,23625300.0
20.559,23552400.0
20.559,17036900000.0
25.619,670673000.0
25.619,27553700.0
25.619,23412600.0
25.619,23347700.0
25.619,23264600.0
25.619,23148300.0
25.619,24207200.0
25.619,23092600.0
25.619,26686200.0
25.619,23079500.0
25.619,23057400.0
25.619,22965500.0
25.619,22880600.0
25.619,22810800.0
25.619,22694800.0
25.619,22615700.0
25.619,22542300.0
25.619,23101400.0
25.619,22560100.0
25.619,22522100.0
25.619,22459200.0
25.619,22429900.0
25.619,22368400.0
25.619,22673100.0
25.619,22324100.0
25.619,22278900.0
25.619,22216800.0
25.619,22174900.0
25.619,22138400.0
25.619,22101000.0
25.619,22051200.0
25.619,22053000.0
