time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,qddot1_rad_s2,qddot2_rad_s2,qddot3_rad_s2
0,0.157989852165,0.157989852165,0.157989852165,2.5616795611e-05,-9.26711830385e-05,4.38328548746e-05,-0.011748081277,0.0420019526404,-0.0198200216957
0.005,0.157989786822,0.15799008561,0.157989742022,-5.1753782504e-05,0.000186049086048,-8.78898456449e-05,-0.0192001499689,0.0694861549944,-0.0328690585121
0.01,0.157989334627,0.157991712656,0.157988973266,-0.000166384704078,0.000602190366905,-0.000284857730247,-0.0302239020744,0.110501704234,-0.0523754136438
0.015,0.157988122975,0.157996107513,0.157986893445,-0.000353992803248,0.00129106612838,-0.000611643982083,-0.0445117930228,0.164627800145,-0.0782046662364
0.02,0.157985794699,0.158004623317,0.157982856827,-0.000611502634307,0.00224846836836,-0.00106690439261,-0.0581868566151,0.21791354814,-0.103764992907
0.025,0.157982007949,0.158018592197,0.157976224401,-0.000935861369399,0.00347020160978,-0.00164929391115,-0.0712535126812,0.270361131987,-0.129056140912
0.03,0.157976436085,0.158039325333,0.157966363888,-0.00132403776112,0.00495207968823,-0.00235746580173,-0.0837159778435,0.321972107737,-0.154077691976
0.035,0.157968767571,0.158068112994,0.157952649743,-0.00177302114783,0.00668992268715,-0.00319007083092,-0.0955782740775,0.372747433104,-0.178829068473
0.04,0.157958705874,0.15810622456,0.157934463179,-0.00227982050189,0.00867955401927,-0.00414575648646,-0.106844237138,0.422687496697,-0.203309539106
0.045,0.157945969366,0.158154908534,0.157911192178,-0.00284146351921,0.0109167976541,-0.00522316622198,-0.11751752508,0.471792147154,-0.227518224327
0.05,0.157930291239,0.158215392537,0.157882231517,-0.00345499575269,0.0133974754908,-0.00642093872973,-0.127601626985,0.520060721827,-0.25145410192
0.055,0.157911419409,0.158288883289,0.157846982791,-0.00411747978906,0.0161174048724,-0.00773770724118,-0.137099871607,0.567492075421,-0.275116012178
0.06,0.157889116441,0.158376566585,0.157804854445,-0.00482599446876,0.019072396245,-0.00917209885152,-0.146015436082,0.614084608668,-0.298502662661
0.065,0.157863159464,0.158479607251,0.157755261803,-0.00557763414988,0.0222582509591,-0.0107227338678,-0.154351354602,0.659836296783,-0.32161263303
0.07,0.157833340099,0.158599149095,0.157697627106,-0.00636950801478,0.0256707592128,-0.0123882251818,-0.162110527262,0.704744717697,-0.344444379679
0.075,0.157799464384,0.158736314844,0.157631379551,-0.0071987394225,0.029305698136,-0.0141671776646,-0.169295729033,0.748807080489,-0.366996239967
0.08,0.157761352705,0.158892206076,0.157555955329,-0.00806246530511,0.0331588300177,-0.0160581875815,-0.175909618451,0.792020253746,-0.389266436376
0.085,0.157718839731,0.159067903144,0.157470797675,-0.00895783560701,0.0372259006735,-0.0180598420283,-0.181954746541,0.83438079364,-0.411253080459
0.09,0.157671774349,0.159264465083,0.157375356909,-0.00988201277053,0.0415026379541,-0.0201707183861,-0.187433565922,0.875884972322,-0.432954176559
0.095,0.157620019603,0.159482929523,0.157269090491,-0.0108321712662,0.0459847503967,-0.0223893837939,-0.192348439745,0.916528806121,-0.454367625338
0.1,0.157563452636,0.159724312587,0.157151463071,-0.011805497168,0.0506679260153,-0.0247143946394,-0.196701650623,0.956308083684,-0.475491227103
0.105,0.157501964632,0.159989608783,0.157021946545,-0.0127991877725,0.0555478312336,-0.027144296065,-0.200495409759,0.995218394198,-0.496322685042
0.11,0.157435460759,0.160279790899,0.15688002011,-0.0138104512656,0.0606201099573,-0.0296776214899,-0.203731866182,1.03325515559,-0.516859608113
0.115,0.157363860119,0.160595809883,0.15672517033,-0.0148365064343,0.0658803827895,-0.0323128921461,-0.206413115749,1.07041364262,-0.537099513829
0.12,0.157287095694,0.160938594727,0.156556891189,-0.015874582423,0.0713242463835,-0.0350486166282,-0.208541210316,1.10668901488,-0.557039830995
0.125,0.157205114295,0.161309052347,0.156374684163,-0.0169219185374,0.0769472729382,-0.037883290456,-0.210118167074,1.14207634486,-0.576677901996
0.13,0.157117876509,0.161708067457,0.156178058284,-0.0179757640938,0.0827450098321,-0.0408153956481,-0.211145977758,1.17657064595,-0.596010985108
0.135,0.157025356654,0.162136502445,0.155966530207,-0.019033378315,0.0887129793977,-0.0438434003071,-0.211626617945,1.21016690004,-0.615036256748
0.14,0.156927542726,0.162595197251,0.155739624281,-0.0200920302732,0.0948466788325,-0.0469657582156,-0.21156205638,1.24286008527,-0.633750813311
0.145,0.156824436351,0.163084969234,0.155496872625,-0.0211489988788,0.10114158025,-0.0501809084402,-0.210954264299,1.27464520364,-0.652151673011
