time,segment_id,segment_local_time,u,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
0.0,0,0.0,0.0,-1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0,0.005,0.004553163416593092,-1.4999999426609387,-5.902976515917591e-08,1.5000000443989459,3.447049268336568e-05,-3.531364112675662e-05,2.646646242939625e-05,0.013841742073944542,-0.01404216167261904,0.010448434534427132
0.01,0,0.01,0.009106326833186185,-1.4999995386152434,-4.680773622150031e-07,1.500000348292727,0.0001389478863542466,-0.00013959264879113072,0.00010311152290106065,0.028001763516769806,-0.027586942584202277,0.02007317560292788
0.015,0,0.015,0.013659490249779277,-1.499998433874839,-1.5657722635715037e-06,1.500001152321575,0.000315008624683502,-0.0003103620587252726,0.00022584275987567052,0.042474083059058046,-0.04063911854968145,0.02888464152162593
0.02,0,0.02,0.01821265366637237,-1.4999962666441984,-3.678428817980097e-06,1.5000026767938428,0.0005641992449949024,-0.0005451707857359911,0.0003906198433945215,0.05725271943139154,-0.05320346538398827,0.03689325060664495
0.025,0,0.025,0.022765817082965465,-1.499992667469873,-7.120165645912901e-06,1.500005121946462,0.00088803637826513,-0.0008415916237047543,0.0005934545350795279,0.07233169136435252,-0.0652847589020545,0.04410942117410863
0.03,0,0.03,0.027318980499558554,-1.499987259390025,-1.2193025034935998e-05,1.500008668205402,0.001288006749123777,-0.0011972212455876878,0.0008304106881332217,0.08770501758852328,-0.07688777491881182,0.05054357154014065
0.035,0,0.035,0.03187214391615165,-1.4999796580839604,-1.9187092335082788e-05,1.5000134764461264,0.00176556717585335,-0.0016096802034155778,0.0010976042473387546,0.10336671683448607,-0.08801728924919205,0.056206120020864676
0.04,0,0.04,0.03642530733274474,-1.4999694720216588,-2.838061535422717e-05,1.5000196882540522,0.0023221445703892614,-0.0020766129282938656,0.0013912032490598944,0.11931080783282316,-0.09867807770812681,0.061107484932404386
0.045,0,0.045,0.04097847074933783,-1.499956302613306,-4.004012375345701e-05,1.500027426185007,0.0029591359383198414,-0.002595687730402656,0.0017074278212410303,0.13553130931411678,-0.10887491611054792,0.06525808459088348
0.05,0,0.05,0.04553163416593093,-1.4999397443588263,-5.442054844244727e-05,1.5000367940256871,0.0036779083788863283,-0.0031645967989967086,0.0020425501834071677,0.15202224000894926,-0.11861258027138712,0.06866833731242562
0.055,0,0.055,0.05008479758252402,-1.499919384997413,-7.176534097483333e-05,1.5000478770541155,0.00447979908498287,-0.003781056202405443,0.002392894646663931,0.16877761864790278,-0.12789584600557605,0.07134866141315449
0.06,0,0.06,0.05463796099911711,-1.4998948056570616,-9.230659294358434e-05,1.5000607423000996,0.005366115343156527,-0.004442805888032937,0.0027548376136975624,0.1857914639615596,-0.1367294891280465,0.07330947520919376
0.065,0,0.065,0.05919112441571021,-1.4998655810040997,-0.0001162651553763766,1.5000754388056887,0.006338134533607275,-0.005147609682357931,0.0031248075787749254,0.20305779468050209,-0.14511828545373023,0.07456119701666711
0.07,0,0.07,0.0637442878323033,-1.4998312793927204,-0.00014385075813096661,1.500091997885633,0.007397104130187997,-0.005893255290933817,0.003499285127743498,0.22057062953531245,-0.1530670107975589,0.07511424515169825
0.075,0,0.075,0.06829745124889638,-1.4997914630145135,-0.00017526212929056437,1.500110433387841,0.008544241700404482,-0.006677554298388646,0.003874802938031376,0.23832398725657283,-0.16058044097446428,0.0749790379304108
0.08,0,0.08,0.07285061466548948,-1.499745688047997,-0.00021068711455920713,1.5001307419538366,0.009780734905415442,-0.007498342168425138,0.00424794577864728,0.2563118865748657,-0.16766335179937814,0.07416599366892851
0.085,0,0.085,0.07740377808208258,-1.4996935048081486,-0.00025030279665713234,1.5001529032792182,0.011107741500032499,-0.008353478243820664,0.004615350510180544,0.2745283462207732,-0.17432051908723215,0.07268553068337497
0.09,0,0.09,0.08195694149867566,-1.4996344578959384,-0.00029427561471615025,1.5001768803741162,0.012526389332720168,-0.009240845746427246,0.004973706084801118,0.29296738492487756,-0.18055671865295808,0.07054806728987396
0.095,0,0.095,0.08651010491526875,-1.4995680863478595,-0.00034276148367501895,1.5002026198236504,0.014037776345595903,-0.010158351777171582,0.005319753546259577,0.3116230214177611,-0.18637672631148763,0.06776402180454912
0.1,0,0.1,0.09106326833186186,-1.499493923785461,-0.00039590591367481614,1.5002300520483884,0.01564297057443005,-0.011103927316055015,0.005650286029887108,0.3304892744300062,-0.19178531787775258,0.06434381254352405
0.105,0,0.105,0.09561643174845494,-1.4994114985648783,-0.00045384412945431236,1.5002590915648037,0.01734301014864587,-0.012075527222153552,0.005962148762595523,0.3495601626921948,-0.1967872691666846,0.06029785782292254
0.11,0,0.11,0.10016959516504804,-1.4993203339263657,-0.0005167011897453461,1.500289637245733,0.019138903291319544,-0.013071130233617861,0.006252239062877246,0.3688297049349095,-0.20138735599321553,0.05563657595886823
0.115,0,0.115,0.10472275858164114,-1.4992199481438282,-0.0005845921066681943,1.5003215725808348,0.02103162831918015,-0.014088738967673261,0.006517506340805324,0.3882919198887324,-0.20559035417227695,0.05037038526748476
0.12,0,0.12,0.10927592199823422,-1.499109854674353,-0.0006576219651269481,1.500354765937046,0.02302213364260968,-0.015126379920619729,0.006754952098033415,0.40794082628424566,-0.20940103951880068,0.044509704064895926
0.125,0,0.125,0.11382908541482732,-1.4989895623077414,-0.0007358860422048859,1.500389070819042,0.02511133776564306,-0.016182103467831926,0.006961629927795814,0.42777044285203186,-0.21282418784771845,0.0380649506672252
0.13,0,0.13,0.11838224883142041,-1.4988585753160397,-0.000819469926559844,1.5004243261296923,0.027300129285968092,-0.017253983863759127,0.007134645514907405,0.4477747883226729,-0.215864574973962,0.031046543390596433
0.135,0,0.135,0.1229354122480135,-1.4987163936030725,-0.0009084496378195934,1.50046035643052,0.02958936689492552,-0.018340119241925305,0.00727115663576372,0.46794788142675137,-0.218526976712463,0.023464900551133323
0.14,0,0.14,0.1274885756646066,-1.498562512853973,-0.0010028917459772115,1.5004969722021588,0.031979879377508985,-0.019438631614929074,0.007368373158340887,0.48828374089484927,-0.22081616887815325,0.0153304404649594
0.145,0,0.145,0.13204173908119968,-1.4983964246847155,-0.0011028534907864536,1.5005339701048115,0.03447246561236501,-0.020547666874443704,0.007423557042195668,0.508776385457549,-0.2227369272859645,0.006653581448198503
0.15,0,0.15,0.13659490249779277,-1.498217616791647,-0.0012083829011571307,1.5005711332387075,0.037067894571793096,-0.021665394791217138,0.007434022338465432,0.5294198338454326,-0.22429402775082835,-0.002555258183025798
0.155,0,0.155,0.14114806591438586,-1.4980255731010186,-0.0013195189145504785,1.5006082314045608,0.03976690532174561,-0.02279000901507196,0.007397135189868175,0.5502081047890827,-0.2254922460876767,-0.012285660112589842
0.16,0,0.16,0.14570122933097895,-1.4978197739185177,-0.0014362914963745328,1.5006450213640279,0.04257020702182784,-0.023919727074905427,0.007310313830702507,0.5711352170190814,-0.2263363581114412,-0.022527206024369834
0.165,0,0.165,0.15025439274757207,-1.4975996960787998,-0.0015587217593795027,1.500681247100166,0.045478478925297994,-0.025052790378689457,0.007171028586847653,0.5921951892660109,-0.2268311396370536,-0.03326947760224229
0.17,0,0.17,0.15480755616416517,-1.4973648130950195,-0.0016868220830531413,1.5007166400778904,0.04849237037906715,-0.02618746421347061,0.006976801875763472,0.6133820402604535,-0.22698136647944556,-0.04450205653008333
0.17500000000000002,0,0.17500000000000002,0.15936071958075826,-1.4971145953083629,-0.001820596233016124,1.5007509195044326,0.05161250082369936,-0.027322037745370103,0.006725208206490412,0.6346897887329914,-0.2267918144535489,-0.05621452449176929
0.18,0,0.18,0.16391388299735132,-1.4968485100375792,-0.0019600394804174166,1.5007837925897987,0.0548394597934115,-0.02845482401958383,0.00641387417964958,0.6561124534142069,-0.22626725937429532,-0.06839646317117651
0.185,0,0.185,0.16846704641394442,-1.4965660217285124,-0.002105138721329654,1.5008149548072263,0.0581738069160735,-0.02958415996038234,0.006040478487442655,0.6776440530346822,-0.22541247705661652,-0.0810374542521815
0.19,0,0.19,0.1730202098305375,-1.4962665921036329,-0.002255872596144508,1.500844090153643,0.061616071913208066,-0.03070840637111084,0.005602751913651977,0.6992786063249999,-0.22423224331544434,-0.0941270794186603
0.195,0,0.195,0.17757337324713063,-1.4959496803115695,-0.0024122116089680644,1.500870871410125,0.06516675459999088,-0.03182594793418918,0.005098477333640455,0.721010132015742,-0.2227313339657104,-0.10765492035448938
0.2,0,0.2,0.18212653666372372,-1.4956147430766407,-0.0025741182470161925,1.5008949604023534,0.06882632488525052,-0.03293519321111189,0.0045254897143516895,0.7428326488374907,-0.22091452482234647,-0.1216105587435452
0.20500000000000002,0,0.20500000000000002,0.1866797000803168,-1.4952612348483871,-0.0027415471000099244,1.5009160082610733,0.07259522277146846,-0.034034574642448155,0.0038816761143098378,0.7647401755208283,-0.21878659170028433,-0.13598357626970378
0.21,0,0.21,0.19123286349690988,-1.4948886079511028,-0.0029144449795708203,1.5009336556825514,0.07647385835477906,-0.03512254854784179,0.003164975683619697,0.786726730796337,-0.21635231041445555,-0.15076355461684163
0.215,0,0.215,0.19578602691350297,-1.4944963127333666,-0.0030927510386163522,1.5009475331890338,0.08046261182496972,-0.036197595126011305,0.00237337966396667,0.8087863333945993,-0.21361645677979205,-0.165940075468835
0.22,0,0.22,0.2003391903300961,-1.4940837977175745,-0.003276396890755268,1.5009572613892044,0.08456183346548063,-0.03725821845474987,0.001504931388616792,0.8309130020461973,-0.2105838066112255,-0.18150272050956023
0.225,0,0.225,0.20489235374668918,-1.4936505097494712,-0.0034653067296829643,1.5009624512386415,0.0887718436534049,-0.03830294649092528,0.0005577262824167171,0.8531007554817134,-0.20725913572368757,-0.19744107142289374
0.23,0,0.23,0.20944551716328227,-1.493195894147682,-0.00365939744857687,1.5009627043002771,0.09309293285948861,-0.03933033107048002,-0.0004700881382062867,0.8753436124317295,-0.20364721993211005,-0.21374470989271183
0.23500000000000001,0,0.23500000000000001,0.21399868057987537,-1.492719394853244,-0.0038585787594918102,1.5009576130048545,0.09752536164813068,-0.040338947908431205,-0.001580312265244339,0.8976355916268284,-0.19975283505142458,-0.23040321760289056
