time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,qddot1_rad_s2,qddot2_rad_s2,qddot3_rad_s2
0,0.157989852165,0.157989852165,0.157989852165,8.27339285081e-06,-4.00544398147e-05,-1.00939620289e-05,-0.00746578586757,0.0361675913055,0.00909578676769
0.0025,0.157989841794,0.157989902407,0.157989864799,-1.65699395964e-05,8.02484379818e-05,2.02010533634e-05,-0.0124088800902,0.0600747109317,0.0151402255462
0.005,0.157989769315,0.157990253407,0.15798995317,-5.37710076003e-05,0.000260319114844,6.56071657019e-05,-0.0198094551692,0.0958517120615,0.024198816471
0.0075,0.157989572939,0.157991204003,0.157990192835,-0.000115617215442,0.00055950699829,0.000141195135718,-0.0296392228634,0.143331208519,0.0362552945795
0.01,0.157989191229,0.157993050942,0.157990659146,-0.000201967121917,0.000976975157439,0.000246883638599,-0.0394120733823,0.190475813158,0.048278985512
0.0125,0.157988563104,0.157996088879,0.157991427253,-0.000312677582354,0.00151188606408,0.000382590063278,-0.0491272694696,0.237285167702,0.0602693826664
0.015,0.157987627841,0.158000610372,0.157992572096,-0.000447603469265,0.00216340099595,0.000548230551932,-0.0587839634576,0.283758678074,0.0722259956277
0.0175,0.157986325086,0.158006905884,0.157994168406,-0.000606597399642,0.00293067945445,0.000743720041417,-0.0683811991571,0.329895520066,0.0841483495421
0.02,0.157984594854,0.15801526377,0.157996290696,-0.000789509465051,0.00381287859628,0.000968972299642,-0.0779179144857,0.375694645216,0.096035984037
0.0225,0.157982377539,0.158025970277,0.157999013267,-0.00099618697207,0.00480915268053,0.0012238999616,-0.0873929441966,0.421154787249,0.107888452661
0.025,0.157979613919,0.158039309533,0.158002410196,-0.00122647418603,0.00591865253252,0.00150841456295,-0.0968050223001,0.466274468094,0.119705321699
0.0275,0.157976245168,0.158055563539,0.15800655534,-0.00148021208357,0.007140525021,0.0018224265701,-0.106152785033,0.511052003525,0.131486169766
0.03,0.157972212859,0.158075012158,0.158011522329,-0.0017572381112,0.00847391255014,0.00216584541177,-0.115434772781,0.55548550967,0.143230587035
0.0325,0.157967458977,0.158097933102,0.158017384567,-0.00205738594747,0.00991795256935,0.00253857950527,-0.124649432784,0.599572908966,0.154938174255
0.035,0.157961925929,0.158124601921,0.158024215227,-0.00238048527512,0.011471777095,0.00294053628305,-0.133795122084,0.643311935944,0.166608542331
0.0375,0.157955556551,0.158155291988,0.158032087248,-0.00272636155789,0.0131345122491,0.00337162221693,-0.142870109458,0.686700144001,0.178241311337
0.04,0.157948294121,0.158190274482,0.158041073338,-0.00309483582241,0.014905277815,0.00383174283973,-0.151872578406,0.729734911183,0.18983610989
0.0425,0.157940082372,0.158229818377,0.158051245963,-0.00348572444992,0.016783186805,0.00432080276638,-0.160800629612,0.772413446323,0.201392574661
0.045,0.157930865499,0.158274190416,0.158062677352,-0.00389883897047,0.0187673450466,0.00483870571304,-0.1696522832,0.81473279546,0.212910349599
0.0475,0.157920588177,0.158323655102,0.158075439491,-0.00433398586592,0.0208568507823,0.00538535451437,-0.178425481678,0.856689848155,0.224389085109
0.05,0.15790919557,0.15837847467,0.158089604124,-0.00479096637886,0.0230507942874,0.00596065113858,-0.187118092114,0.898281344082,0.235828437552
0.0525,0.157896633345,0.158438909073,0.158105242747,-0.00526957632649,0.0253482575027,0.00656449670213,-0.195727908939,0.939503879103,0.247228068781
0.055,0.157882847688,0.158505215958,0.158122426608,-0.00576960592356,0.0277483136829,0.00719679148249,-0.204252656477,0.980353911756,0.258587645297
0.0575,0.157867785316,0.158577650642,0.158141226704,-0.00629083960888,0.0302500270615,0.00785743492862,-0.212689991148,1.02082776987,0.269906837609
0.06,0.15785139349,0.158656466093,0.158161713782,-0.0068330558793,0.0328524525322,0.00854632567053,-0.221037504557,1.06092165741,0.281185320058
0.0625,0.157833620036,0.158741912904,0.158183958333,-0.00739602713167,0.0355546353485,0.00926336152891,-0.229292725766,1.10063166072,0.292422769901
0.065,0.157814413355,0.15883423927,0.15820803059,-0.00797951950813,0.0383556108358,0.01000843952,-0.237453123724,1.13995375547,0.303618866555
0.0675,0.157793722439,0.158933690959,0.15823400053,-0.00858329275029,0.0412544041259,0.0107814558617,-0.245516110286,1.17888381341,0.314773291645
0.07,0.157771496891,0.15904051129,0.158261937869,-0.00920710005956,0.0442500299029,0.0115823059783,-0.253479042192,1.21741760877,0.325885728047
0.0725,0.157747686938,0.159154941108,0.15829191206,-0.00985068796125,0.0473414921697,0.0124108845019,-0.261339224066,1.25555082605,0.33695585941
0.075,0.157722243451,0.159277218751,0.158323992292,-0.0105137961799,0.0505277840331,0.0132670852753,-0.269093911126,1.29327906611,0.34798337003
0.0775,0.157695117957,0.159407580028,0.158358247486,-0.0111961575169,0.0538078875003,0.0141508013521,-0.276740311138,1.33059785324,0.35896794376
0.08,0.157666262663,0.159546258189,0.158394746298,-0.0118974977356,0.0571807732993,0.0150619249941,-0.284275587728,1.36750264279,0.369909263932
0.0825,0.157635630469,0.159693483895,0.158433557111,-0.0126175354555,0.0606454007142,0.0160003476717,-0.291696862699,1.40398882759,0.380807013106
0.085,0.157603174986,0.159849485192,0.158474748037,-0.0133559820491,0.0642007174373,0.0169659600596,-0.299001218423,1.44005174545,0.391660871993
0.0875,0.157568850559,0.160014487482,0.158518386912,-0.0141125415476,0.0678456594415,0.0179586520317,-0.306185700732,1.47568668616,0.402470519462
0.09,0.157532612278,0.16018871349,0.158564541297,-0.0148869105527,0.0715791508681,0.018978312657,-0.313247321318,1.51088889881,0.413235632237
0.0925,0.157494416006,0.160372383236,0.158613278475,-0.0156787781542,0.0754001039355,0.0200248301929,-0.320183060864,1.54565359895,0.423955884053
