variant,failure_type,component,start_time_s,end_time_s,phase,min_value
nominal_repeat,collision,body,3.88,4.17125,insert,-0.006766594390683334
nominal_repeat,collision,body,4.8412500000000005,5.9825,retreat,-0.0684855999417475
nominal_repeat,collision,rotor_1,1.32,1.3325,insert,0.0032301390551270188
nominal_repeat,collision,rotor_1,1.34375,1.3487500000000001,insert,0.009169419283880736
nominal_repeat,collision,rotor_1,2.8575,2.86375,insert,0.008706196945518054
nominal_repeat,collision,rotor_1,2.8675,2.87625,insert,0.005538403667653615
nominal_repeat,collision,rotor_1,2.88375,2.8925,insert,0.004707538718643848
nominal_repeat,collision,rotor_1,2.895,2.9162500000000002,insert,0.005705699352253639
nominal_repeat,collision,rotor_1,2.97,2.9787500000000002,insert,0.003450389565649057
nominal_repeat,collision,rotor_1,2.98125,2.985,insert,0.009352915167922873
nominal_repeat,collision,rotor_1,2.99625,3.00125,insert,0.008230824714390855
nominal_repeat,collision,rotor_1,3.0075000000000003,3.015,insert,0.006396700142761322
nominal_repeat,collision,rotor_1,3.0175,3.02375,insert,0.007012042177367773
nominal_repeat,collision,rotor_1,3.04625,3.04625,insert,0.009930170529541671
nominal_repeat,collision,rotor_1,3.05625,3.06,insert,0.00901465999032704
nominal_repeat,collision,rotor_1,3.0812500000000003,3.08625,insert,0.008853606486622976
nominal_repeat,collision,rotor_1,3.0925000000000002,3.1012500000000003,insert,0.006812477923039197
nominal_repeat,collision,rotor_1,3.2487500000000002,3.25375,insert,0.009561966583632682
nominal_repeat,collision,rotor_1,3.2687500000000003,3.275,insert,0.009459507670118052
nominal_repeat,collision,rotor_1,5.39875,5.4075,retreat,0.007359964232951946
nominal_repeat,collision,rotor_1,5.59875,5.615,return,0.00780177971161408
nominal_repeat,collision,rotor_1,5.66375,5.675,return,0.008042910432549333
nominal_repeat,collision,rotor_1,5.73125,5.73375,return,0.008809004412991865
nominal_repeat,collision,rotor_1,5.74375,5.74625,return,0.009251405793678608
nominal_repeat,collision,rotor_1,5.75375,5.755,return,0.009281899109254213
nominal_repeat,collision,rotor_1,5.82875,5.84375,return,0.002260335060893925
nominal_repeat,collision,rotor_1,5.8637500000000005,5.87,return,0.00934330973119387
nominal_repeat,collision,rotor_1,5.88625,5.92125,return,0.0048981588158237286
nominal_repeat,collision,rotor_1,5.92375,5.9275,return,0.009658585044572685
nominal_repeat,collision,rotor_1,5.94625,5.95875,return,0.0075941473281187005
nominal_repeat,collision,rotor_1,5.9625,5.9825,return,0.0033302644719740396
nominal_repeat,collision,rotor_1,5.9887500000000005,6.0,return,0.008630349622434584
nominal_repeat,collision,rotor_1,6.005,6.01125,return,0.009299994922735018
nominal_repeat,collision,rotor_1,6.0275,6.03375,return,0.009567672754132502
nominal_repeat,collision,rotor_1,6.05,6.06375,return,0.007945769419538094
nominal_repeat,collision,rotor_1,6.0725,6.08625,return,0.007843482371014922
nominal_repeat,collision,rotor_1,6.1312500000000005,6.1425,return,0.008506331517146118
nominal_repeat,collision,rotor_1,6.1775,6.19625,return,0.0037826060228159553
nominal_repeat,collision,rotor_1,6.202500000000001,6.2075000000000005,return,0.009527045361463503
nominal_repeat,collision,rotor_1,6.22,6.2250000000000005,return,0.00927669332596706
nominal_repeat,collision,rotor_1,6.24875,6.25875,return,0.005273243367080927
nominal_repeat,collision,rotor_1,6.32625,6.335,return,0.0028203212713306717
nominal_repeat,collision,rotor_2,3.19375,3.21,insert,0.004672718998464509
nominal_repeat,collision,rotor_2,3.36625,3.375,insert,0.009126713025616132
nominal_repeat,collision,rotor_2,3.4250000000000003,3.43875,insert,0.008474000683045619
nominal_repeat,collision,rotor_2,3.4562500000000003,3.45875,insert,0.00992917611483578
nominal_repeat,collision,rotor_2,3.50125,3.51625,insert,0.008402746760140767
nominal_repeat,collision,rotor_2,3.5375,3.5675,insert,0.0027892031857626705
nominal_repeat,collision,rotor_2,3.5825,3.61125,insert,0.0038539884468950995
nominal_repeat,collision,rotor_2,3.76125,3.77,insert,0.009062659067767142
nominal_repeat,collision,rotor_2,3.79,3.79375,insert,0.009827950059703607
nominal_repeat,collision,rotor_2,3.88625,3.8975,insert,0.003500652045020821
nominal_repeat,collision,rotor_2,3.9175,3.9175,insert,0.00764717409117122
nominal_repeat,collision,rotor_2,3.92,3.92,insert,0.009359592643673977
nominal_repeat,collision,rotor_2,3.92375,3.92375,insert,0.009168698544399941
nominal_repeat,collision,rotor_2,3.92625,3.9275,insert,0.008235101348208812
nominal_repeat,collision,rotor_2,3.93,3.93125,insert,0.008397567117060679
nominal_repeat,collision,rotor_2,3.9337500000000003,3.9362500000000002,insert,0.007017740660710088
nominal_repeat,collision,rotor_2,3.9675000000000002,3.9762500000000003,insert,0.0022618531918215724
nominal_repeat,collision,rotor_2,3.9787500000000002,3.98875,pull,0.006146761871534125
nominal_repeat,collision,rotor_2,4.05,4.06125,pull,0.009206811591997462
nominal_repeat,collision,rotor_2,4.0875,4.11,pull,0.007350653363438962
nominal_repeat,collision,rotor_2,4.1175,4.15,pull,0.004791625327790541
nominal_repeat,collision,rotor_2,4.1575,4.2700000000000005,pull,0.004349471479285687
nominal_repeat,collision,rotor_2,4.28625,4.30375,pull,0.005217634318273132
nominal_repeat,collision,rotor_2,4.30625,4.315,pull,0.00913225430149521
nominal_repeat,collision,rotor_2,4.32125,4.3375,pull,0.0075162609813991775
nominal_repeat,collision,rotor_2,4.3625,4.39625,buffer,0.005692593942468633
nominal_repeat,collision,rotor_2,4.49125,4.55,buffer,0.0033316074914218957
nominal_repeat,collision,rotor_2,4.5525,4.5687500000000005,buffer,0.007873693514950134
nominal_repeat,collision,rotor_2,4.5725,4.5775,buffer,0.009633380292197971
nominal_repeat,collision,rotor_2,4.5925,4.60875,buffer,0.005345642901127921
nominal_repeat,collision,rotor_2,4.6275,4.65875,buffer,0.004269177846320201
nominal_repeat,collision,rotor_2,4.6725,4.6825,buffer,0.009207443569371518
nominal_repeat,collision,rotor_2,4.6850000000000005,4.6875,buffer,0.009929012803886056
nominal_repeat,collision,rotor_2,4.715,4.7250000000000005,buffer,0.009043878905312556
nominal_repeat,collision,rotor_2,4.73375,4.7562500000000005,buffer,0.004957470363578767
nominal_repeat,collision,rotor_2,4.76125,4.78125,buffer,0.00621808511167303
nominal_repeat,collision,rotor_2,5.115,5.12125,retreat,0.007303867814086854
nominal_repeat,collision,rotor_3,3.24125,3.265,insert,0.0028670705313713894
nominal_repeat,collision,rotor_3,3.2675,3.2875,insert,0.0061789089238959965
nominal_repeat,collision,rotor_3,3.305,3.31875,insert,0.008505644093968446
nominal_repeat,collision,rotor_3,3.3312500000000003,3.34625,insert,0.00818542399694364
nominal_repeat,collision,rotor_3,3.39875,3.40625,insert,0.009562243157308022
nominal_repeat,collision,rotor_3,3.52,3.5412500000000002,insert,0.0065180665773756155
nominal_repeat,collision,rotor_3,3.54375,3.5825,insert,0.007360865966169151
nominal_repeat,collision,rotor_3,3.585,3.605,insert,0.006769193075022892
nominal_repeat,collision,rotor_3,3.60875,3.625,insert,0.008090344808041492
nominal_repeat,collision,rotor_3,3.65,3.67125,insert,0.005373223348168528
nominal_repeat,collision,rotor_3,3.70875,3.7225,insert,0.007752070904306346
nominal_repeat,collision,rotor_3,3.7275,3.74,insert,0.008729408348744628
nominal_repeat,collision,rotor_3,3.7887500000000003,3.8000000000000003,insert,0.008787505855502208
nominal_repeat,collision,rotor_3,3.82375,3.82875,insert,0.009730527510851796
nominal_repeat,collision,rotor_3,3.84375,3.86875,insert,0.005152229586960512
nominal_repeat,collision,rotor_3,3.8725,3.8850000000000002,insert,0.0056503817035917295
nominal_repeat,collision,rotor_3,3.89875,3.9025000000000003,insert,0.007576017660016408
nominal_repeat,collision,rotor_3,3.9050000000000002,3.9075,insert,0.006544994822919045
nominal_repeat,collision,rotor_3,3.935,3.93875,insert,0.008554296866507546
nominal_repeat,collision,rotor_3,3.94125,3.9525,insert,0.005730760977728734
nominal_repeat,collision,rotor_3,3.99,3.9975,pull,0.009526683800037856
nominal_repeat,collision,rotor_3,4.0,4.005,pull,0.009808512987341336
nominal_repeat,collision,rotor_3,4.03375,4.0475,pull,0.008256636690101966
nominal_repeat,collision,rotor_3,4.0675,4.08125,pull,0.009030997673071956
nominal_repeat,collision,rotor_3,4.1075,4.1175,pull,0.009637276218207303
nominal_repeat,collision,rotor_3,4.13875,4.17125,pull,0.005502727378345653
nominal_repeat,collision,rotor_3,4.17375,4.22375,pull,0.00244187724451498
nominal_repeat,collision,rotor_3,4.3500000000000005,4.3637500000000005,buffer,0.006219071251969389
nominal_repeat,collision,rotor_3,4.55375,4.5675,buffer,0.004239590240424801
nominal_repeat,collision,rotor_3,4.67,4.69125,buffer,0.0011980925845452761
nominal_repeat,collision,rotor_3,4.6937500000000005,4.69875,buffer,0.008908140687865504
nominal_repeat,collision,rotor_3,4.76125,4.76875,buffer,0.0067680756035075305
nominal_repeat,collision,rotor_3,4.7725,4.7825,buffer,0.005539203838883836
nominal_repeat,collision,rotor_3,4.78875,4.79375,buffer,0.00911649093781084
nominal_repeat,collision,rotor_3,4.80625,4.8175,buffer,0.007387614733395611
nominal_repeat,collision,rotor_3,4.8225,4.8412500000000005,retreat,0.004362796852232669
nominal_repeat,collision,rotor_3,4.93125,4.9425,retreat,0.008431976010742597
nominal_repeat,collision,rotor_3,4.955,4.965,retreat,0.0090664989147846
nominal_repeat,collision,rotor_3,4.98125,4.9887500000000005,retreat,0.008881733053948088
nominal_repeat,collision,rotor_3,5.0287500000000005,5.03125,retreat,0.009719180310087375
nominal_repeat,collision,rotor_3,5.055,5.07125,retreat,0.006843495131418652
nominal_repeat,collision,rotor_3,5.08625,5.10875,retreat,0.0016469715222794934
nominal_repeat,collision,rotor_3,5.12125,5.13625,retreat,0.007290353060571763
nominal_repeat,collision,rotor_3,5.1775,5.18625,retreat,0.00740928094935492
nominal_repeat,collision,rotor_3,5.18875,5.2,retreat,0.005864825340835648
nominal_repeat,collision,rotor_3,5.215,5.23,retreat,0.004639151807168579
nominal_repeat,collision,rotor_3,5.24125,5.2525,retreat,0.007738585788748364
nominal_repeat,collision,rotor_3,5.26625,5.2875000000000005,retreat,0.004343161821137193
nominal_repeat,collision,rotor_3,5.41375,5.4375,retreat,0.00430622488867787
nominal_repeat,collision,rotor_3,5.455,5.46125,return,0.009158575376848284
nominal_repeat,collision,rotor_3,5.46375,5.4662500000000005,return,0.0098590640438328
nominal_repeat,collision,rotor_3,5.47875,5.485,return,0.009248805272392397
nominal_repeat,collision,rotor_3,5.4875,5.49125,return,0.009663370044460419
nominal_repeat,collision,rotor_3,5.49875,5.50875,return,0.007787797931664929
nominal_repeat,collision,rotor_3,5.5200000000000005,5.53375,return,0.005378115717610544
nominal_repeat,collision,rotor_4,1.3175000000000001,1.325,insert,0.007986925938924574
nominal_repeat,collision,rotor_4,1.3275000000000001,1.335,insert,0.00767143549917264
nominal_repeat,collision,rotor_4,1.3375000000000001,1.3425,insert,0.008933034046306689
nominal_repeat,collision,rotor_4,1.35625,1.35625,insert,0.009971766951937366
nominal_repeat,collision,rotor_4,1.3625,1.38125,insert,0.005626260790716812
nominal_repeat,collision,rotor_4,1.39625,1.41,insert,0.00481513326732677
nominal_repeat,collision,rotor_4,1.41875,1.43,insert,0.007154720722858735
nominal_repeat,collision,rotor_4,1.44375,1.44875,insert,0.009426615969787782
nominal_repeat,collision,rotor_4,1.48,1.48,insert,0.009975720952959974
nominal_repeat,collision,rotor_4,1.5,1.5175,insert,0.006401915026443038
nominal_repeat,collision,rotor_4,1.53375,1.555,insert,0.006582217538070731
nominal_repeat,collision,rotor_4,1.5575,1.58125,insert,0.006708361520575568
nominal_repeat,collision,rotor_4,1.58625,1.6025,insert,0.008929473659138529
nominal_repeat,collision,rotor_4,1.605,1.6300000000000001,insert,0.006811487810431672
nominal_repeat,collision,rotor_4,1.7650000000000001,1.77,insert,0.009239958247216204
nominal_repeat,collision,rotor_4,1.78,1.78375,insert,0.009259122220944632
nominal_repeat,collision,rotor_4,1.80875,1.81375,insert,0.008631381597443278
nominal_repeat,collision,rotor_4,1.87125,1.87125,insert,0.009926687609774547
nominal_repeat,collision,rotor_4,2.92625,2.9375,insert,0.005421881221158541
nominal_repeat,collision,rotor_4,2.9575,2.96375,insert,0.008425162071462523
nominal_repeat,collision,rotor_4,2.97625,2.98375,insert,0.00742052510130802
nominal_repeat,collision,rotor_4,2.9925,3.0025,insert,0.0042097945507237255
nominal_repeat,collision,rotor_4,3.2625,3.27625,insert,0.008514391379588199
nominal_repeat,collision,rotor_4,3.38625,3.395,insert,0.009385278346802412
nominal_repeat,collision,rotor_4,5.16625,5.1725,retreat,0.007238622577122133
nominal_repeat,collision,rotor_4,5.18125,5.18375,retreat,0.009328146966528618
nominal_repeat,collision,rotor_4,5.18875,5.19,retreat,0.0097845315615829
nominal_repeat,collision,rotor_4,5.195,5.20375,retreat,0.007458320912474005
nominal_repeat,collision,rotor_4,5.22375,5.23,retreat,0.009269333154018932
nominal_repeat,collision,rotor_4,5.23625,5.24375,retreat,0.009007850743536177
nominal_repeat,collision,rotor_4,5.24625,5.26375,retreat,0.00562965521095424
nominal_repeat,collision,rotor_4,5.28125,5.30375,retreat,0.00429633175512632
nominal_repeat,collision,rotor_4,5.3175,5.34,retreat,0.005300078049621501
nominal_repeat,collision,rotor_4,5.35125,5.355,retreat,0.009848016506670085
nominal_repeat,collision,rotor_4,5.35875,5.42,retreat,0.005028552999288704
nominal_repeat,collision,rotor_4,5.42875,5.44,retreat,0.0075931705087903525
nominal_repeat,collision,rotor_4,5.46,5.4662500000000005,return,0.009208233246288383
nominal_repeat,collision,rotor_4,5.485,5.4887500000000005,return,0.009558723825914503
nominal_repeat,collision,rotor_4,5.545,5.5725,return,0.002080734963698035
nominal_repeat,collision,rotor_4,5.605,5.6225000000000005,return,0.0064578745003286185
nominal_repeat,collision,rotor_4,5.63,5.65625,return,0.005234482959524338
nominal_repeat,collision,rotor_4,5.6825,5.72375,return,0.001339968265268193
nominal_repeat,collision,rotor_4,5.7275,5.73625,return,0.008610197842524174
nominal_repeat,collision,rotor_4,5.7425,5.745,return,0.009886126736102313
nominal_repeat,collision,rotor_4,5.76375,5.78375,return,0.0024188598313486026
nominal_repeat,collision,rotor_4,5.79625,5.8100000000000005,return,0.006829081744926677
nominal_repeat,collision,upper_arm_2,5.0512500000000005,5.21875,retreat,-0.007415462966724701
nominal_repeat,collision,upper_arm_3,5.715,5.76125,return,0.0035336029194792187
nominal_repeat,collision,upper_arm_3,5.79375,5.8425,return,0.002121804940925223
nominal_repeat,collision,lower_arm_2_left,5.03625,5.205,retreat,-0.008803182193960195
nominal_repeat,collision,lower_arm_2_right,5.065,5.235,retreat,-0.007733513068047903
nominal_repeat,collision,lower_arm_3_left,5.6850000000000005,5.8275,return,0.0007409121839563656
nominal_repeat,collision,lower_arm_3_right,5.745,5.765,return,0.008835511519538939
nominal_repeat,collision,lower_arm_3_right,5.81625,5.85375,return,0.005957392642350094
nominal_repeat,joint,q_branch,1.66375,1.92375,insert,-0.06823485550510333
nominal_repeat,joint,q_branch,2.63375,3.15375,insert,-0.157226200406
nominal_repeat,joint,q_branch,3.7525,4.0275,insert,-0.05338827981510352
nominal_repeat,joint,q_branch,4.33875,5.09,pull,-0.15187739025510338
nominal_repeat,joint,q_branch,6.76375,7.79875,return,-0.216050521157
narrow,collision,body,3.565,4.29375,insert,-0.009305069499166152
narrow,collision,body,4.63625,5.69875,retreat,-0.10337819412909437
narrow,collision,rotor_1,2.09375,2.10625,insert,0.008027616843681945
narrow,collision,rotor_1,2.1237500000000002,2.14,insert,0.0074193041209263426
narrow,collision,rotor_1,2.1475,2.1675,insert,0.006392406803735158
narrow,collision,rotor_1,2.23875,2.255,insert,0.006038343799344635
narrow,collision,rotor_1,2.2575,2.275,insert,0.003927184700370622
narrow,collision,rotor_1,2.285,2.30375,insert,0.0005323218693061089
narrow,collision,rotor_1,2.3125,2.31375,insert,0.00990383062730417
narrow,collision,rotor_1,2.32625,2.3375,insert,0.007556321565706175
narrow,collision,rotor_1,2.3725,2.38625,insert,0.00796608858151935
narrow,collision,rotor_1,2.80125,2.82125,insert,0.004928358741786266
narrow,collision,rotor_1,2.825,2.83875,insert,0.007181979686250311
narrow,collision,rotor_1,2.8525,2.8775,insert,0.003895400995424059
narrow,collision,rotor_1,2.9075,2.92,insert,0.005254721956910717
narrow,collision,rotor_1,2.92625,2.9275,insert,0.009788627701129048
narrow,collision,rotor_1,2.93,2.935,insert,0.009114306436791056
narrow,collision,rotor_1,2.94125,2.94875,insert,0.0076892348167407745
narrow,collision,rotor_1,2.97,2.9825,insert,0.0032226057251019654
narrow,collision,rotor_1,2.99125,3.0,insert,0.00731823620034551
narrow,collision,rotor_1,3.07625,3.09125,insert,0.0018342498448568033
narrow,collision,rotor_1,3.1012500000000003,3.1125000000000003,insert,0.0073214360055770785
narrow,collision,rotor_1,3.12,3.1275,insert,0.008961268177139093
narrow,collision,rotor_1,3.16875,3.1825,insert,0.00792122506987606
narrow,collision,rotor_1,5.44625,5.45875,return,0.004121879692747663
narrow,collision,rotor_1,5.4675,5.47875,return,0.005685037974501183
narrow,collision,rotor_1,5.4875,5.49625,return,0.005704479114760562
narrow,collision,rotor_1,5.50375,5.52125,return,0.0025699375362646516
narrow,collision,rotor_1,5.53125,5.54875,return,0.002765202752759349
narrow,collision,rotor_1,5.55625,5.5575,return,0.009921380795937471
narrow,collision,rotor_1,5.56375,5.5725,return,0.00889152960393827
narrow,collision,rotor_1,5.5775,5.5825000000000005,return,0.009098188353326748
narrow,collision,rotor_1,5.5975,5.60375,return,0.008548798297460965
narrow,collision,rotor_1,5.6225000000000005,5.6275,return,0.009316619008090768
narrow,collision,rotor_1,5.7025,5.71375,return,0.007979224285387177
narrow,collision,rotor_1,5.72125,5.73375,return,0.00759898680605464
narrow,collision,rotor_1,5.7925,5.80875,return,0.005693985324421454
narrow,collision,rotor_1,5.8475,5.8637500000000005,return,0.006479585658305909
narrow,collision,rotor_1,5.87125,5.8925,return,0.008593931721344858
narrow,collision,rotor_1,5.9,5.9125000000000005,return,0.00810867015523504
narrow,collision,rotor_1,5.97875,6.0,return,0.004720497803507623
narrow,collision,rotor_1,6.0175,6.0225,return,0.009637999543790784
narrow,collision,rotor_1,6.05625,6.0687500000000005,return,0.008412752939302486
narrow,collision,rotor_2,2.8575,2.86625,insert,0.0071164230312314915
narrow,collision,rotor_2,2.8737500000000002,2.8850000000000002,insert,0.0022453632986073335
narrow,collision,rotor_2,2.90375,2.91125,insert,0.005668828949777377
narrow,collision,rotor_2,2.96125,2.9625,insert,0.009212823424789372
narrow,collision,rotor_2,2.96875,2.975,insert,0.004627937827097964
narrow,collision,rotor_2,2.9775,2.98375,insert,0.008639214919328059
narrow,collision,rotor_2,2.98625,2.99125,insert,0.004595635152702454
narrow,collision,rotor_2,3.1437500000000003,3.1637500000000003,insert,0.0022026525386672296
narrow,collision,rotor_2,3.16875,3.17625,insert,0.009140256609317268
narrow,collision,rotor_2,3.2025,3.22,insert,0.006807988016435398
narrow,collision,rotor_2,3.36,3.3850000000000002,insert,0.00608162058042068
narrow,collision,rotor_2,3.40375,3.435,insert,0.003141808624496689
narrow,collision,rotor_2,3.4375,3.465,insert,0.005599025474469218
narrow,collision,rotor_2,3.4787500000000002,3.49375,insert,0.008693848632233922
narrow,collision,rotor_2,3.5125,3.5225,insert,0.00920073094261756
narrow,collision,rotor_2,3.615,3.615,insert,0.009977360649567904
narrow,collision,rotor_2,3.62,3.62125,insert,0.009276853924247642
narrow,collision,rotor_2,3.63125,3.6325000000000003,insert,0.008254695668699116
narrow,collision,rotor_2,3.65,3.65,insert,0.008478508992623018
narrow,collision,rotor_2,3.6575,3.65875,insert,0.009035318956821647
narrow,collision,rotor_2,3.66125,3.6637500000000003,insert,0.00704486400612932
narrow,collision,rotor_2,3.6662500000000002,3.66875,insert,0.006061695866596081
narrow,collision,rotor_2,3.6725,3.67375,insert,0.008927526001013654
narrow,collision,rotor_2,3.7825,3.8125,pull,0.005772129681213983
narrow,collision,rotor_2,3.81875,3.855,pull,0.003603115523759077
narrow,collision,rotor_2,3.8575,3.8925,pull,0.0010095299511707124
narrow,collision,rotor_2,3.9,3.91125,pull,0.00880463220265303
narrow,collision,rotor_2,3.92,3.93875,pull,0.004857978795908232
narrow,collision,rotor_2,3.9425,3.95875,pull,0.006514722859477616
narrow,collision,rotor_2,4.0275,4.0287500000000005,pull,0.009631289441560149
narrow,collision,rotor_2,4.04,4.04,pull,0.009649175877972583
narrow,collision,rotor_2,4.045,4.045,pull,0.009880693686733779
narrow,collision,rotor_2,4.0525,4.0525,pull,0.009841755683461047
narrow,collision,rotor_2,4.07,4.0725,pull,0.009449640008426118
narrow,collision,rotor_2,4.11125,4.14375,pull,0.0075017161685246815
narrow,collision,rotor_2,4.34625,4.355,buffer,0.0072775304021110996
narrow,collision,rotor_2,4.42375,4.43875,buffer,0.0025994261049717437
narrow,collision,rotor_2,4.45875,4.47125,buffer,0.008270169323729626
narrow,collision,rotor_2,4.47875,4.4825,buffer,0.00981296707521295
narrow,collision,rotor_2,4.49125,4.505,buffer,0.008905939449904582
narrow,collision,rotor_2,4.5075,4.545,buffer,0.00638076105725895
narrow,collision,rotor_2,4.55,4.585,retreat,0.00844469205879143
narrow,collision,rotor_2,4.6325,4.63875,retreat,0.009913490935763327
narrow,collision,rotor_2,4.7125,4.745,retreat,0.0030557799937551058
narrow,collision,rotor_2,4.75125,4.7875000000000005,retreat,0.007992490427221539
narrow,collision,rotor_2,4.84,4.84375,retreat,0.00863997707626308
narrow,collision,rotor_2,4.84625,4.8525,retreat,0.001202276219700276
narrow,collision,rotor_2,4.855,4.8575,retreat,0.007889812922234498
narrow,collision,rotor_2,4.89375,4.89625,retreat,0.00829155394443725
narrow,collision,rotor_2,4.90125,4.9125000000000005,retreat,0.0022176928934223334
narrow,collision,rotor_2,4.915,4.91625,retreat,0.008972137263686186
narrow,collision,rotor_2,4.91875,4.92,retreat,0.00959927076543699
narrow,collision,rotor_2,4.92375,4.92875,retreat,0.005724586573787129
narrow,collision,rotor_3,3.00375,3.00875,insert,0.00903956599976051
narrow,collision,rotor_3,3.0125,3.02,insert,0.0057549377939974874
narrow,collision,rotor_3,3.04,3.0525,insert,0.0016580150255223415
narrow,collision,rotor_3,3.0700000000000003,3.08,insert,0.008133035738425255
narrow,collision,rotor_3,3.245,3.27625,insert,0.002332817160544337
narrow,collision,rotor_3,3.295,3.3175,insert,0.007248540740653783
narrow,collision,rotor_3,3.3475,3.37125,insert,0.006598955417790267
narrow,collision,rotor_3,3.39,3.4025,insert,0.009124079558059998
narrow,collision,rotor_3,3.4275,3.455,insert,0.004659069251120891
narrow,collision,rotor_3,3.47375,3.49125,insert,0.007956209361340253
narrow,collision,rotor_3,3.49625,3.52375,insert,0.002739330740351164
narrow,collision,rotor_3,3.52875,3.54625,insert,0.007663921702029439
narrow,collision,rotor_3,3.5575,3.58875,insert,0.003935761537620418
narrow,collision,rotor_3,3.62,3.6225,insert,0.009415976210499805
narrow,collision,rotor_3,3.63125,3.63125,insert,0.009881060106045066
narrow,collision,rotor_3,3.63375,3.64125,insert,0.0044436842805601826
narrow,collision,rotor_3,3.6475,3.6525,insert,0.0061620608594627315
narrow,collision,rotor_3,3.6575,3.65875,insert,0.009608827102839114
narrow,collision,rotor_3,3.6775,3.6825,insert,0.008968600154548891
narrow,collision,rotor_3,3.6875,3.7075,insert,0.005436368817796817
narrow,collision,rotor_3,3.7125,3.74,insert,0.0047061836670323045
narrow,collision,rotor_3,3.77375,3.80125,pull,0.007058716962382617
narrow,collision,rotor_3,3.805,3.8112500000000002,pull,0.009739268310133869
narrow,collision,rotor_3,3.83,3.84625,pull,0.008671264282480917
narrow,collision,rotor_3,3.8725,3.88,pull,0.009082884000514034
narrow,collision,rotor_3,3.955,3.9650000000000003,pull,0.006991475134248305
narrow,collision,rotor_3,3.99375,4.0075,pull,0.007356049532123116
narrow,collision,rotor_3,4.03625,4.0375,pull,0.009341194324989303
narrow,collision,rotor_3,4.04,4.04,pull,0.009847680577450354
narrow,collision,rotor_3,4.0775,4.0775,pull,0.009965696467533182
narrow,collision,rotor_3,4.085,4.0875,pull,0.009318677754843484
narrow,collision,rotor_3,4.095,4.10125,pull,0.007811612621596247
narrow,collision,rotor_3,4.6525,4.67,retreat,0.006785341574894879
narrow,collision,rotor_3,4.6775,4.6850000000000005,retreat,0.009378133048558189
narrow,collision,rotor_3,4.69125,4.69875,retreat,0.009122262183673825
narrow,collision,rotor_3,4.70375,4.7225,retreat,0.004161299616661504
narrow,collision,rotor_3,4.7325,4.7625,retreat,0.003657448613914369
narrow,collision,rotor_3,4.80375,4.815,retreat,0.004612966951099009
narrow,collision,rotor_3,4.8225,4.83125,retreat,0.005340623456025161
narrow,collision,rotor_3,4.83375,4.84,retreat,0.006730002122092551
narrow,collision,rotor_3,4.84875,4.85125,retreat,0.009330617232489262
narrow,collision,rotor_3,4.85625,4.8775,retreat,0.003577826640279148
narrow,collision,rotor_3,4.8825,4.90875,retreat,0.0012762135066732407
narrow,collision,rotor_3,4.91375,4.92125,retreat,0.004259860971455104
narrow,collision,rotor_3,4.9275,4.93375,retreat,0.007385567848041873
narrow,collision,rotor_3,4.93625,4.9437500000000005,retreat,0.00604352673839281
narrow,collision,rotor_3,4.9475,4.95875,retreat,0.0021052612719414687
narrow,collision,rotor_3,4.9662500000000005,4.97875,retreat,0.004057901561498254
narrow,collision,rotor_3,4.9875,5.005,retreat,0.00457930210236177
narrow,collision,rotor_3,5.01625,5.035,retreat,0.003575508566114131
narrow,collision,rotor_3,5.0512500000000005,5.06125,retreat,0.008971651583752719
narrow,collision,rotor_3,5.08875,5.10625,retreat,0.007309662490078422
narrow,collision,rotor_3,5.10875,5.135,retreat,0.003447357984720614
narrow,collision,rotor_3,5.18875,5.21875,retreat,0.004562901425094405
narrow,collision,rotor_3,5.2225,5.2562500000000005,return,0.003167874709811983
narrow,collision,rotor_3,5.25875,5.29125,return,0.0023594613648499196
narrow,collision,rotor_3,5.29875,5.31375,return,0.008760291147689565
narrow,collision,rotor_3,5.34625,5.3675,return,0.006796619628237096
narrow,collision,rotor_4,1.8275000000000001,1.83125,insert,0.008741240793205794
narrow,collision,rotor_4,1.84,1.8475000000000001,insert,0.005050281973398362
narrow,collision,rotor_4,1.865,1.87,insert,0.008544543015909234
narrow,collision,rotor_4,1.9425000000000001,1.95375,insert,0.005004476169200331
narrow,collision,rotor_4,1.96125,1.9837500000000001,insert,0.005102901014024989
narrow,collision,rotor_4,1.9937500000000001,2.00125,insert,0.007203766199812014
narrow,collision,rotor_4,2.00625,2.01875,insert,0.0020728824348814445
narrow,collision,rotor_4,2.02625,2.03875,insert,0.003992636894047691
narrow,collision,rotor_4,2.06625,2.08125,insert,0.0049963683224730476
narrow,collision,rotor_4,2.1550000000000002,2.165,insert,0.007589495122166064
narrow,collision,rotor_4,2.17625,2.185,insert,0.007978649659871826
narrow,collision,rotor_4,2.18875,2.19,insert,0.00988981582004583
narrow,collision,rotor_4,2.2025,2.21375,insert,0.005532901211726407
narrow,collision,rotor_4,2.22375,2.2325,insert,0.0088339095245081
narrow,collision,rotor_4,2.285,2.29,insert,0.008454388429078814
narrow,collision,rotor_4,2.2975,2.30375,insert,0.007226050424406705
narrow,collision,rotor_4,2.30875,2.31375,insert,0.009480037461340412
narrow,collision,rotor_4,2.31875,2.3275,insert,0.00281994844607628
narrow,collision,rotor_4,2.33,2.33375,insert,0.008964615867448986
narrow,collision,rotor_4,2.43125,2.43875,insert,0.008552927157015222
narrow,collision,rotor_4,2.4475000000000002,2.46,insert,0.006956318895045843
