time,segment_id,segment_local_time,u,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z
0.0,0,0.0,0.0,-1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0,0.0025,0.0020006865734512993,-1.4999999810485398,-1.9974649721673615e-09,1.5000000228780053,2.273359661209953e-05,-2.393234047267757e-06,2.7417614079011767e-05,0.01817382701723963,-0.0019086314765938016,0.0218765290941208
0.005,0,0.005,0.0040013731469025985,-1.4999998485514603,-1.5905304133490335e-08,1.5000001823048352,9.080385560714864e-05,-9.513441319679968e-06,0.00010909547387494612,0.036269318659619826,-0.0037816036772407523,0.04340845227345215
0.0075,0,0.0075,0.006002059720353897,-1.499999489411974,-5.342967216652857e-08,1.5000006128558088,0.00020401485419744997,-2.1271661855808424e-05,0.000244173982350185,0.0542864074467016,-0.005619067184691992,0.06459730373747855
0.01,0,0.01,0.008002746293805197,-1.4999987910233112,-1.2605479442136858e-07,1.5000014469620464,0.00036217050089420896,-3.757931215110279e-05,0.00043179737796582193,0.072225025898046,-0.007421172581698659,0.08544461768568455
0.0125,0,0.0125,0.010003432867256495,-1.4999976412691416,-2.4504390805781817e-07,1.5000028149200597,0.000565074535507533,-5.834818515789053e-05,0.0006711137346816611,0.09008510653321401,-0.009188070451011894,0.10595192831755462
0.015,0,0.015,0.012004119440707794,-1.4999959285239963,-4.2144020318760127e-07,1.5000048449013388,0.0008125305291464327,-8.3490450285377e-05,0.0009612749619562186,0.10786658187176665,-0.010919911375382833,0.12612076983257328
0.0175,0,0.0175,0.014004806014159094,-1.49999354165369,-6.660677640165527e-07,1.5000076629619425,0.0011043418842188212,-0.00011291865339964539,0.0013014368047467217,0.12556938443326499,-0.012616845937562623,0.14595267643022508
0.02,0,0.02,0.016005492587610394,-1.4999903700157413,-9.895325099868123e-07,1.500011393052086,0.0014403118344315138,-0.00014654571682365682,0.0016907588435091092,0.14319344673726997,-0.014279024720302392,0.16544918230999453
0.0225,0,0.0225,0.01800617916106169,-1.4999863034597964,-1.4022231369190186e-06,1.50001615702573,0.001820243444790227,-0.0001842849393372499,0.002128404494198029,0.16073870130334267,-0.015906598306353287,0.184611821671366
0.025,0,0.025,0.02000686573451299,-1.499981232328049,-1.914312058154509e-06,1.5000220746501698,0.0022439396115995834,-0.00022604999617714176,0.0026135410082668443,0.17820508065104407,-0.01749971727846645,0.20344212871382422
0.0275,0,0.0275,0.02200755230796429,-1.4999750474556637,-2.535756345697503e-06,1.5000292636156234,0.0027112030624631056,-0.0002717549390369267,0.0031453394726676264,0.19559251729993518,-0.019058532219393014,0.2219416376368536
0.03,0,0.03,0.024008238881415588,-1.4999676401711963,-3.276298671357311e-06,1.5000378395448206,0.0032218363562832183,-0.00032131419606707724,0.0037229748098511583,0.21290094376957705,-0.020583193711884114,0.2401118826399386
0.0325,0,0.0325,0.02600892545486689,-1.4999589022970166,-4.145468247890519e-06,1.5000479160025917,0.0037756418832612508,-0.00037464257187494373,0.0043456257777669365,0.23013029257953074,-0.0220738523386909,0.2579543979225638
0.035,0,0.035,0.028009612028318188,-1.4999487261497297,-5.152581770143182e-06,1.5000596045054564,0.004372421864897434,-0.0004316552475247541,0.005012474969863165,0.2472804962493572,-0.02353065868256451,0.2754707176842138
0.0375,0,0.0375,0.030010298601769483,-1.4999370045405978,-6.306744356193027e-06,1.5000730145312122,0.005011978353990898,-0.0004922677805376145,0.005722708815086762,0.26435148729861735,-0.02495376332625607,0.29266237612437285
0.04,0,0.04,0.03201098517522079,-1.499923630775962,-7.616850488491649e-06,1.5000882535285234,0.005694113234639684,-0.0005563961048915089,0.0064755175778833576,0.28134319824687254,-0.026343316852516743,0.3095309074425257
0.0425,0,0.0425,0.03401167174867208,-1.499908498657664,-9.091584955006682e-06,1.5001054269265097,0.006418628222240724,-0.0006239565310212985,0.007270095358197289,0.2982555616136834,-0.027699469844097647,0.3260778458381567
0.045,0,0.045,0.03601235832212338,-1.4998915024834683,-1.0739423790364028e-05,1.5001246381443352,0.007185324863489863,-0.000694865745818723,0.008105640091471607,0.31508850991861115,-0.02902237288374993,0.3423047255107505
0.0475,0,0.0475,0.03801304489557468,-1.4998725370474824,-1.2568635216990038e-05,1.500145988600797,0.007994004536381844,-0.0007690408126324002,0.008981353548648081,0.3318419756812168,-0.03031217655422473,0.3582130806597915
0.05,0,0.05,0.04001373146902598,-1.4998514976405808,-1.4587280586253689e-05,1.500169577723914,0.008844468450210315,-0.000846399171267825,0.009896441336167176,0.34851589142106143,-0.03156903143827319,0.3738044454847644
0.0525,0,0.0525,0.042014418042477276,-1.4998282800508254,-1.680321531960879e-05,1.500195502960515,0.009736517645567818,-0.0009268586379873701,0.010850112895968083,0.3651101896577058,-0.032793088118646445,0.38908035418515335
0.055,0,0.055,0.04401510461592858,-1.4998027805638872,-1.922408984973621e-05,1.5002238597858286,0.01066995299434581,-0.001010337405510287,0.011841581505488695,0.3816248029107112,-0.03398449717809564,0.40404234096044334
