time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,qddot1_rad_s2,qddot2_rad_s2,qddot3_rad_s2
0,0.157989852165,0.157989852165,0.157989852165,0.00015924839387,-0.000678877704853,-0.000722388320506,-0.037541277381,0.15541481975,0.166988639134
0.01,0.157989015624,0.157993309365,0.157993569185,-0.000326556507901,0.001370317676,0.00146579230061,-0.0596197029733,0.25442425642,0.270647485091
0.02,0.157983321035,0.158017258518,0.158019168011,-0.0010331456656,0.00440960742354,0.0046905613813,-0.0915261302608,0.401051184328,0.423018717098
0.03,0.157968352711,0.158081501513,0.158087380412,-0.00215707911312,0.00939134136255,0.00992616664258,-0.13081884237,0.5915004827,0.61787512262
0.04,0.157940179453,0.158205085346,0.158217691344,-0.00364952251299,0.0162396170775,0.0170480638337,-0.165177213507,0.774304135346,0.800278805994
0.05,0.157895362261,0.158406293855,0.158428341689,-0.00546062338326,0.0248774240695,0.0259317427625,-0.194477966774,0.949325682299,0.970213151061
0.06,0.157830966985,0.158702633827,0.158736326199,-0.00753908184847,0.0352261307235,0.0364523268549,-0.218561083341,1.11638239421,1.12762934174
0.07,0.157744580624,0.159110816469,0.159157388226,-0.00983184505007,0.0472050719537,0.0484843295972,-0.237241849282,1.27525545013,1.27246166158
0.08,0.157634330084,0.159646735266,0.159706012791,-0.0122839188341,0.0607312397262,0.0619015600865,-0.250322273119,1.42570032874,1.40464198547
0.09,0.157498902247,0.160325441264,0.160395419428,-0.0148382905125,0.0757190785284,0.0765771693067,-0.257601879231,1.56745737078,1.52411337382
0.1,0.157337564274,0.161161116837,0.161237556177,-0.0174359564187,0.0920803871417,0.0923838275629,-0.258887859337,1.7002624169,1.63084263154
0.11,0.157150183119,0.162167049007,0.162243095979,-0.0200160476992,0.109724326866,0.109194021938,-0.254004545067,1.82385737831,1.72483166304
0.12,0.15693724332,0.163355603374,0.163421436616,-0.0225160473201,0.128557534708,0.126880460824,-0.242802149722,1.93800056038,1.80612743949
0.13,0.156699862172,0.164738199701,0.164780705196,-0.0248720906936,0.148484338074,0.145316570727,-0.225164716174,2.04247653219,1.87483039725
0.14,0.156439801506,0.166325290136,0.16632776803,-0.0270193416436,0.169407065352,0.164377068769,-0.201017200369,2.13710531964,1.93110110413
0.15,0.15615947534,0.168126341008,0.168068246571,-0.028892434701,0.191226444467,0.18393859281,-0.170331616683,2.22175069744,1.9751650625
0.16,0.155861952812,0.170149819025,0.170006539887,-0.0304259739772,0.2138420793,0.203880370019,-0.133132171651,2.29632736594,2.00731556253
0.17,0.15555095586,0.172403182594,0.172145853971,-0.031555078134,0.237152991785,0.22408490406,-0.0894993169037,2.36080682172,2.02791455227
0.18,0.155230851249,0.174892878861,0.174488237968,-0.0322159603153,0.261058215735,0.244438661064,-0.0395726604674,2.41522176617,2.03739155032
0.19,0.154906636654,0.177624346909,0.177034627193,-0.0323465313434,0.285457427109,0.264832735067,0.0164473125869,2.45966894032,2.03624068742
0.2,0.154583920622,0.180602027403,0.179784892669,-0.0318870140636,0.310251594541,0.285163474813,0.0782987433706,2.49431032602,2.02501602233
0.21,0.154268896372,0.183829378799,0.182737896689,-0.030780556476,0.335343633629,0.305333055514,0.145659140629,2.51937270908,2.00432533033
0.22,0.153968309493,0.187308900075,0.185891553779,-0.028973831251,0.360639048723,0.325249981419,0.218147352893,2.53514565606,1.97482260732
0.23,0.153689419747,0.191042159774,0.189242896317,-0.0264176094181,0.386046546751,0.34482950766,0.295326739441,2.54197801082,1.93719956589
0.24,0.153439957304,0.19502983101,0.192788143933,-0.0230672964622,0.411478608939,0.363993972737,0.376709482611,2.54027306482,1.8921764204
0.25,0.153228073818,0.199271731953,0.196522775772,-0.0188834197659,0.436852008047,0.382673036068,0.461761957374,2.5304825955,1.84049226579
0.26,0.153062288909,0.203766871171,0.200441604654,-0.0138320573147,0.462088260849,0.400803818053,0.549911047952,2.51309999755,1.78289534934
0.27,0.152951432672,0.20851349717,0.204538852133,-0.00788519880688,0.487114007998,0.418330943055,0.640551276714,2.48865275065,1.7201335173
0.28,0.152904584933,0.213509151331,0.208808223515,-0.00102103178041,0.511861315862,0.435206488399,0.733052588482,2.45769447515,1.65294509078
0.29,0.152931012036,0.218750723487,0.213242981901,0.00677585296277,0.536267897501,0.451389844871,0.826768615023,2.42079682325,1.58205039005
0.3,0.153040101992,0.224234509281,0.217836020413,0.01551434052,0.560277252327,0.4668474962,0.921045230965,2.37854144009,1.50814408543
0.31,0.153241298847,0.229956268533,0.222579931825,0.0251967575821,0.583838726303,0.481552726579,1.01522920441,2.33151220651,1.43188850928
0.32,0.153544037144,0.235911283807,0.227467074944,0.0358189246083,0.606907496458,0.495485266386,1.10867674361,2.28028794709,1.35390801929
0.33,0.153957677339,0.242094418463,0.232489637153,0.0473702924543,0.629444485244,0.508630886965,1.20076174573,2.2254357537,1.27478446049
0.34,0.154491442993,0.248500173512,0.237639692683,0.059834159523,0.651416211532,0.520980955595,1.2908835649,2.16750503959,1.19505373434
0.35,0.155154360529,0.255122742693,0.242909256265,0.0731879637522,0.672794586036,0.532531961652,1.37847413364,2.10702240296,1.11520344827
0.36,0.155955202268,0.261956065233,0.248290331916,0.0874036421957,0.693556659591,0.543285024561,1.46300429468,2.04448734512,1.0356715901
0.37,0.156902433373,0.268993875885,0.253774956756,0.102448049646,0.713684332939,0.553245393454,1.54398922665,1.98036885608,0.956846148748
0.38,0.158004163261,0.276229751892,0.259355239786,0.118283426729,0.733164036713,0.562421947536,1.62099287749,1.91510285314,0.879065585407
