time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,qddot1_rad_s2,qddot2_rad_s2,qddot3_rad_s2
0,0.157989852165,0.157989852165,0.157989852165,4.13216437032e-05,-0.000172073257113,-0.000184532378778,-0.0190234783695,0.0781008813631,0.0841579793681
0.005,0.157989746334,0.157990286282,0.157990320089,-8.36540570148e-05,0.000345719985573,0.000371701990055,-0.0309668019177,0.129016415711,0.138335768165
0.01,0.157989015624,0.157993309365,0.157993569185,-0.000268346375474,0.0011180909,0.00119882530287,-0.0485804901773,0.204919538085,0.218818062112
0.015,0.15798706287,0.158001467191,0.158002308342,-0.000569458958788,0.00239491536642,0.00255988261118,-0.0712619837142,0.304869889407,0.324039475541
0.02,0.157983321035,0.158017258518,0.158019168011,-0.000980966212616,0.00416678979407,0.00443922005828,-0.0927373413615,0.402938411424,0.426135754026
0.025,0.157977253208,0.158043135089,0.158046700543,-0.0014968323724,0.00642429948066,0.00682124015144,-0.113002465725,0.499120739379,0.525116008778
0.03,0.157968352711,0.158081501513,0.158087380412,-0.00211099086986,0.00915799718786,0.00969038014606,-0.132049348143,0.593408376379,0.620985298229
0.035,0.157956143299,0.158134715061,0.158143604344,-0.00281732585383,0.0123583832444,0.0130310931337,-0.149866493271,0.685788999406,0.71374516174
0.04,0.157940179453,0.158205085346,0.158217691344,-0.00360965580257,0.0160158871819,0.0168278317635,-0.166439331833,0.776246766618,0.803394139994
0.045,0.157920046741,0.158294873932,0.158311882662,-0.00448171917216,0.0201208509106,0.0210650345337,-0.181750622328,0.864762626773,0.889928282926
0.05,0.157895362261,0.158406293855,0.158428341689,-0.00542716202585,0.0246635134497,0.0257271145927,-0.19578084222,0.951314631767,0.973341645756
0.055,0.157865775121,0.158541509067,0.158569153808,-0.00643952759436,0.0296339972283,0.0307984509912,-0.208508568902,1.03587825258,1.05362677335
0.06,0.157830966985,0.158702633827,0.158736326199,-0.00751224771487,0.0350222959755,0.0362633823262,-0.219910850823,1.11842669904,1.13077517274
0.065,0.157790652644,0.158891732027,0.158931787631,-0.00863863610259,0.0408182642187,0.0421062027186,-0.229963569105,1.19893124335,1.20477777359
0.07,0.157744580624,0.159110816469,0.159157388226,-0.00981188340592,0.047011608409,0.0483111600621,-0.238641789496,1.27736154699,1.27562537572
0.075,0.15769253381,0.159361848111,0.159414899231,-0.0110250539975,0.0535918796886,0.0548624564758,-0.245920104787,1.35368599082,1.34330908292
0.08,0.157634330084,0.159646735266,0.159706012791,-0.0122710844538,0.0605484683172,0.0617442508913,-0.251772967314,1.42787200752,1.40782072214
0.085,0.157569822965,0.159967332794,0.16003234174,-0.0135427836707,0.0678705997638,0.0689406636972,-0.256175011863,1.49988641542,1.46915324667
0.09,0.157498902247,0.160325441264,0.160395419428,-0.0148328345724,0.0755473324714,0.076435783358,-0.259101368352,1.56969575292,1.52730112189
0.095,0.15742149462,0.160722806119,0.160796699574,-0.0161337973542,0.083567557293,0.0842136749161,-0.260527963643,1.63726661203,1.58226069246
0.1,0.157337564274,0.161161116837,0.161237556177,-0.0174381142088,0.0919199985916,0.0922583902826,-0.260431812906,1.70256596974,1.63403052935
0.105,0.157247113477,0.161642006105,0.161719283477,-0.0187381154833,0.10059321699,0.10055398021,-0.258791299583,1.76556151583,1.68261175505
0.11,0.157150183119,0.162167049007,0.162243095979,-0.0200260272047,0.10957561375,0.109084507833,-0.255586443185,1.82622197518,1.72800834558
0.115,0.157046853205,0.162737762242,0.162810128555,-0.0212939799151,0.118855436742,0.117834063665,-0.250799154999,1.88451742332,1.77022740796
0.12,0.15693724332,0.163355603374,0.163421436616,-0.0225340187547,0.128420787983,0.126786781913,-0.244413480992,1.94041959312,1.80927943167
0.125,0.156821513018,0.164021970122,0.164077996374,-0.023738114725,0.138259632673,0.135926857982,-0.236415830965,1.99390217087,1.84517851264
0.13,0.156699862172,0.164738199701,0.164780705196,-0.0248981770643,0.148359809692,0.145238567039,-0.226795193718,2.04494108011,1.87794254905
0.135,0.156572531247,0.165505568219,0.165530382045,-0.0260060666622,0.158709043474,0.154706283473,-0.215543337696,2.09351475128,1.90759340756
0.14,0.156439801506,0.166325290136,0.16632776803,-0.0270536104413,0.169294957205,0.164314501115,-0.202654996269,2.13960437545,1.93415705922
0.145,0.156301995143,0.167198517791,0.167173527056,-0.0280326166249,0.180105087229,0.174047854065,-0.188128037089,2.18319414037,1.95766368487
