elapsed_s,cost
50.305,36315700.0
50.305,36120900.0
50.305,147766000.0
50.305,36357500.0
50.305,36052500.0
50.305,3749270000.0
50.305,170021000.0
50.305,43343800.0
50.305,36054400.0
50.305,36014900.0
50.305,36003900.0
50.305,37027100.0
50.305,35888600.0
50.305,36297100.0
50.305,35980200.0
50.305,35894800.0
55.317,35860900.0
55.317,35697500.0
55.317,35968500.0
55.317,35653000.0
55.317,35599700.0
55.317,35572500.0
55.317,35492400.0
55.317,35331800.0
55.317,35115300.0
55.317,217897000.0
55.317,35013600.0
55.317,17710100000.0
55.317,1280360000.0
55.317,34946400.0
55.317,27985200000.0
55.317,12257200000.0
55.317,2209160000.0
55.317,192053000.0
55.317,39371000.0
55.317,34936400.0
55.317,35336300.0
55.317,34860000.0
55.317,34774100.0
55.317,34736900.0
55.317,34708100.0
55.317,36770100.0
55.317,34621400.0
60.34,34624000.0
60.34,34554200.0
60.34,34455800.0
60.34,34306200.0
60.34,34184300.0
60.34,34095100.0
60.34,34237800.0
60.34,34027500.0
60.34,33875400.0
60.34,33722300.0
60.34,33533100.0
60.34,33585800.0
60.34,33476500.0
60.34,33435500.0
60.34,33289400.0
60.34,33218000.0
60.34,33225300.0
60.34,33137100.0
60.34,33036700.0
60.34,32969700.0
60.34,32736600.0
60.34,32576600.0
60.34,32431800.0
60.34,32176600.0
60.34,32024600.0
60.34,31866000.0
60.34,31726000.0
60.34,31665200.0
60.34,31563400.0
65.495,31430500.0
65.495,31249300.0
65.495,465279000.0
65.495,58143400.0
65.495,31684500.0
65.495,31170400.0
65.495,1549540000.0
65.495,207015000.0
65.495,48563700.0
65.495,32638300.0
65.495,31245200.0
65.495,31152600.0
65.495,31023400.0
65.495,80802900.0
65.495,31008000.0
65.495,31539400.0
65.495,30839600.0
65.495,30917500.0
65.495,30711300.0
65.495,30655200.0
65.495,236383000.0
65.495,36900700.0
65.495,30575600.0
65.495,30464900.0
65.495,186331000.0
65.495,35918600.0
65.495,30420100.0
65.495,30208700.0
65.495,30097300.0
65.495,30026600.0
65.495,30041300.0
70.507,29997500.0
70.507,29892200.0
70.507,30050900.0
70.507,29870500.0
70.507,29823000.0
70.507,29796200.0
70.507,29753400.0
70.507,29657000.0
70.507,29587100.0
70.507,29547800.0
70.507,31181000.0
70.507,29580300.0
70.507,29525000.0
70.507,29495600.0
70.507,29500800.0
70.507,29488000.0
70.507,29463600.0
70.507,29412500.0
70.507,29371900.0
70.507,29394000.0
70.507,29337900.0
70.507,29312700.0
70.507,29296400.0
75.519,29277600.0
75.519,29257900.0
75.519,29238900.0
75.519,29212800.0
75.519,29162400.0
75.519,29150800.0
75.519,29099400.0
75.519,30171300.0
75.519,29101400.0
75.519,29072200.0
75.519,30257700.0
75.519,29119900.0
75.519,29031600.0
75.519,29023800.0
75.519,28983500.0
75.519,29259500.0
75.519,28971000.0
75.519,28932800.0
75.519,28903900.0
75.519,28846000.0
75.519,28762100.0
75.519,28727300.0
75.519,28692300.0
75.519,28674100.0
75.519,28588700.0
75.519,28521000.0
75.519,28458700.0
75.519,28435500.0
75.519,28456200.0
75.519,28372900.0
75.519,28303700.0
80.529,28236100.0
80.529,28138000.0
80.529,28002200.0
80.529,27906300.0
80.529,27803600.0
80.529,27752900.0
80.529,27721000.0
80.529,27592800.0
80.529,27524500.0
80.529,27455200.0
80.529,27407600.0
80.529,27344700.0
80.529,27298800.0
80.529,27270600.0
80.529,27194500.0
80.529,27156900.0
80.529,27130200.0
80.529,27076600.0
80.529,27040800.0
80.529,26994100.0
80.529,26954100.0
80.529,26893300.0
80.529,26923100.0
80.529,26841300.0
80.529,26791400.0
80.529,26708900.0
80.529,26775500.0
80.529,26660700.0
80.529,26683400.0
85.543,26608000.0
85.543,26538400.0
85.543,26487200.0
85.543,26404300.0
85.543,26324300.0
85.543,26678700.0
85.543,26277600.0
85.543,26197000.0
85.543,26096400.0
85.543,26030700.0
85.543,25940300.0
85.543,25861800.0
85.543,25801700.0
85.543,25736700.0
85.543,25694200.0
85.543,25610600.0
85.543,25566200.0
85.543,25509400.0
85.543,27025800.0
85.543,25470900.0
85.543,25392400.0
85.543,25317000.0
85.543,26073100.0
85.543,25330500.0
85.543,25284800.0
85.543,25182900.0
85.543,25072800.0
85.543,24978700.0
85.543,271515000.0
90.551,43666500.0
90.551,26286400.0
90.551,25040100.0
90.551,24966500.0
90.551,24874200.0
90.551,24799300.0
90.551,24817300.0
90.551,24721800.0
90.551,24649500.0
90.551,25685000.0
90.551,24715500.0
90.551,24591300.0
90.551,24481500.0
90.551,24416900.0
90.551,24389000.0
90.551,24308100.0
90.551,24260900.0
90.551,24232300.0
90.551,24171100.0
90.551,24131000.0
90.551,24079600.0
90.551,24090800.0
90.551,24025700.0
90.551,23971500.0
90.551,23917500.0
90.551,23805000.0
90.551,23727300.0
90.551,23671300.0
90.551,23712200.0
90.551,23638000.0
95.659,23562100.0
95.659,508420000.0
95.659,23651400.0
95.659,23536500.0
95.659,17126600000.0
95.659,1898540000.0
95.659,95377600.0
95.659,23739700.0
95.659,23524500.0
95.659,23518800.0
95.659,23532200.0
95.659,202751000.0
95.659,25377000.0
95.659,23534800.0
95.659,23439400.0
95.659,23354300.0
95.659,23236800.0
95.659,37098900.0
95.659,23247400.0
95.659,23206700.0
95.659,2601600000.0
95.659,154371000.0
95.659,30254600.0
95.659,23427800.0
95.659,23183800.0
95.659,23105000.0
95.659,22970500.0
95.659,22903700.0
95.659,491656000.0
95.659,23029000.0
95.659,22905800.0
95.659,22879000.0
100.671,22797800.0
100.671,5925730000.0
100.671,396673000.0
100.671,23264000.0
100.671,22773400.0
100.671,15453900000.0
100.671,3957780000.0
100.671,384629000.0
100.671,33985400.0
100.671,22758500.0
100.671,22689000.0
100.671,22626300.0
100.671,22594500.0
100.671,22546900.0
100.671,22984600.0
100.671,22506700.0
100.671,22457600.0
100.671,22395000.0
100.671,22488000.0
100.671,22319600.0
100.671,27795000.0
100.671,22275700.0
100.671,142400000.0
100.671,22301800.0
100.671,22245900.0
100.671,22202700.0
100.671,22076900.0
100.671,878497000.0
100.671,25793000.0
100.671,22007000.0
100.671,43959700.0
105.687,22635300.0
105.687,21935400.0
105.687,520182000000.0
105.687,92662800000.0
105.687,15999600000.0
105.687,23269200.0
105.687,21817100.0
105.687,21680100.0
105.687,21590500.0
105.687,21567000.0
105.687,21467100.0
105.687,220403000.0
105.687,21586100.0
105.687,21429000.0
105.687,279415000.0
105.687,28599600.0
105.687,21430100.0
105.687,21414000.0
105.687,21352900.0
105.687,21234900.0
105.687,44058800.0
105.687,21151700.0
105.687,790121000.0
105.687,100502000.0
105.687,27569500.0
105.687,21498700.0
105.687,21147000.0
105.687,111562000.0
105.687,21274800.0
105.687,20988500.0
105.687,20886300.0
110.695,20819400.0
110.695,20739600.0
110.695,21701900.0
110.695,20851600.0
110.695,20719300.0
110.695,20640400.0
110.695,20540200.0
110.695,20524000.0
110.695,40328700.0
110.695,21799200.0
110.695,20566700.0
110.695,20486800.0
110.695,20690900.0
110.695,20490000.0
110.695,20446000.0
110.695,20400900.0
110.695,20356000.0
110.695,20311700.0
110.695,20249600.0
110.695,20210900.0
110.695,20171100.0
110.695,20146100.0
110.695,20143700.0
110.695,20074500.0
110.695,20369400.0
110.695,20039100.0
110.695,62781100.0
110.695,22296800.0
110.695,20061200.0
110.695,20029600.0
110.695,20028100.0
115.713,20016200.0
115.713,20049600.0
115.713,20022000.0
115.713,20015400.0
115.713,19988700.0
115.713,20210000.0
115.713,19956700.0
115.713,19928400.0
115.713,19897900.0
115.713,19943500.0
115.713,19878100.0
115.713,19834500.0
115.713,19796500.0
115.713,19765000.0
115.713,19749100.0
115.713,19717800.0
115.713,19679400.0
115.713,19677600.0
115.713,19593000.0
115.713,19575500.0
115.713,19567700.0
115.713,19548100.0
115.713,19526800.0
115.713,19507300.0
115.713,19510200.0
115.713,19472600.0
115.713,19433100.0
115.713,19514100.0
115.713,19399700.0
115.713,19361900.0
115.713,19332200.0
120.726,31160500.0
120.726,20114300.0
120.726,19351900.0
120.726,19311900.0
120.726,19309900.0
120.726,19262600.0
120.726,19226200.0
120.726,19158200.0
120.726,19620600.0
120.726,19120100.0
120.726,19188800.0
120.726,19090400.0
120.726,19055100.0
120.726,19012100.0
120.726,18968100.0
120.726,18907800.0
120.726,18875800.0
120.726,18829500.0
120.726,18910900.0
120.726,18773700.0
120.726,18871700.0
120.726,18761500.0
120.726,18722600.0
120.726,18684000.0
120.726,18624000.0
120.726,18888000.0
120.726,18586200.0
120.726,20400300.0
120.726,18623600.0
120.726,18560500.0
120.726,19080000.0
125.854,18634800.0
125.854,18563800.0
125.854,18551400.0
125.854,18519900.0
125.854,18479400.0
125.854,18432400.0
125.854,18396600.0
125.854,18344200.0
125.854,18326900.0
125.854,18303300.0
125.854,18295300.0
125.854,18269000.0
125.854,18781800.0
125.854,18279600.0
125.854,18253400.0
125.854,18389300.0
125.854,18252700.0
125.854,18207100.0
125.854,18181600.0
125.854,18123500.0
125.854,18070300.0
125.854,18022800.0
125.854,17986500.0
125.854,17966200.0
125.854,17923700.0
125.854,18021700.0
125.854,17918000.0
125.854,17880900.0
125.854,17866200.0
125.854,17844300.0
125.854,17833900.0
130.863,17822000.0
130.863,17808000.0
130.863,17797800.0
130.863,17787200.0
130.863,17775000.0
130.863,17764500.0
130.863,17759500.0
130.863,17767500.0
130.863,17755800.0
130.863,17745600.0
130.863,17736700.0
130.863,17721100.0
130.863,17708400.0
130.863,17692900.0
130.863,17694000.0
130.863,17688300.0
130.863,17682600.0
130.863,17677600.0
130.863,17666900.0
130.863,17654200.0
130.863,17648400.0
130.863,17642100.0
130.863,17636300.0
130.863,17630900.0
130.863,17620300.0
130.863,17611900.0
130.863,17603000.0
130.863,17590700.0
130.863,17582100.0
130.863,17570100.0
130.863,17559600.0
135.875,17561600.0
135.875,17550600.0
135.875,17544600.0
135.875,17534600.0
135.875,17530600.0
135.875,17528100.0
135.875,17525700.0
135.875,17523100.0
135.875,17519700.0
135.875,17518000.0
135.875,17512400.0
135.875,17506800.0
135.875,483870000.0
135.875,21748000.0
135.875,17501900.0
135.875,15151500000.0
135.875,1518090000.0
135.875,93567000.0
135.875,21572200.0
135.875,17594400.0
135.875,17500800.0
135.875,17509700.0
135.875,17501500.0
135.875,17499600.0
135.875,17498600.0
135.875,17491500.0
135.875,17485600.0
135.875,17614700.0
135.875,17484700.0
135.875,17482600.0
135.875,17492800.0
140.883,17483500.0
140.883,17481600.0
140.883,17476600.0
140.883,17539200.0
140.883,17477900.0
140.883,17473800.0
140.883,17470900.0
140.883,17461700.0
140.883,17460000.0
140.883,17460100.0
140.883,17451800.0
140.883,17442400.0
140.883,17437600.0
140.883,17436200.0
140.883,17428700.0
140.883,17423600.0
140.883,17418200.0
140.883,17415600.0
140.883,17413500.0
140.883,17410900.0
140.883,17405300.0
140.883,17407900.0
140.883,17402500.0
140.883,17395500.0
140.883,17386600.0
140.883,17375200.0
140.883,17368300.0
140.883,17371400.0
140.883,17365800.0
140.883,17361300.0
145.889,17358200.0
145.889,17356000.0
145.889,17354400.0
145.889,17350700.0
145.889,17349100.0
145.889,17346800.0
145.889,17343700.0
145.889,17340300.0
145.889,17336100.0
145.889,17330900.0
145.889,17325400.0
145.889,69044200.0
145.889,18351800.0
145.889,17322600.0
145.889,560815000.0
145.889,67055300.0
145.889,21551500.0
145.889,17663400.0
145.889,17347100.0
145.889,17323500.0
145.889,17322300.0
145.889,17336000.0
145.889,17312000.0
145.889,17306700.0
145.889,17303800.0
145.889,17301200.0
145.889,17298200.0
145.889,17293500.0
145.889,17291600.0
150.904,17323600.0
150.904,17289400.0
150.904,17283700.0
150.904,17279200.0
150.904,17273100.0
150.904,17282300.0
150.904,17271300.0
150.904,17266700.0
150.904,17576300.0
150.904,17263900.0
150.904,23595600.0
150.904,17727400.0
150.904,17294100.0
150.904,17264800.0
150.904,17263600.0
150.904,17272800.0
150.904,17262300.0
150.904,17259300.0
150.904,17257600.0
150.904,17256700.0
150.904,17254100.0
150.904,17249500.0
150.904,17248700.0
150.904,17245800.0
150.904,17244300.0
150.904,17243200.0
150.904,17240200.0
150.904,17238100.0
150.904,17235500.0
156.16,17231700.0
156.16,17228800.0
156.16,17226100.0
156.16,17223800.0
156.16,17220700.0
156.16,17217300.0
156.16,17214600.0
156.16,17215300.0
156.16,17212800.0
156.16,17211000.0
156.16,17208600.0
156.16,17206100.0
156.16,17202200.0
156.16,17197700.0
156.16,17206900.0
156.16,17195600.0
156.16,17194200.0
156.16,17190900.0
156.16,18304600.0
156.16,17190200.0
156.16,17190000.0
156.16,17187900.0
156.16,17186800.0
156.16,17184500.0
156.16,17181400.0
156.16,17178000.0
156.16,17175300.0
156.16,23028400.0
161.168,17213000.0
161.168,17174000.0
161.168,86819400.0
161.168,22343500.0
161.168,17450400.0
161.168,17177200.0
161.168,17173500.0
161.168,17173400.0
161.168,17176500.0
161.168,17171900.0
161.168,17170800.0
161.168,17169800.0
161.168,17168000.0
161.168,17169000.0
161.168,17166800.0
161.168,17165200.0
161.168,17164300.0
161.168,17162700.0
161.168,17161300.0
161.168,17159300.0
161.168,17156900.0
161.168,17155300.0
161.168,17154000.0
161.168,17152100.0
166.183,17150700.0
166.183,17148700.0
166.183,17147300.0
166.183,17145000.0
166.183,17143500.0
166.183,17141400.0
166.183,17138800.0
166.183,17136200.0
166.183,17134100.0
166.183,17132400.0
166.183,17129800.0
166.183,17126300.0
166.183,17123800.0
166.183,17121300.0
166.183,17119100.0
166.183,17116600.0
166.183,17111700.0
166.183,17126700.0
166.183,17111400.0
166.183,17107200.0
166.183,17102600.0
166.183,17099900.0
166.183,17096400.0
166.183,17096100.0
166.183,17092800.0
166.183,17095400.0
166.183,17090900.0
166.183,17089300.0
166.183,17085000.0
166.183,17078000.0
166.183,17071500.0
171.194,17078300.0
171.194,17069100.0
171.194,17070500.0
171.194,17065200.0
171.194,17061400.0
171.194,17057400.0
171.194,17055500.0
171.194,17052300.0
171.194,17048800.0
171.194,17043800.0
171.194,17040000.0
171.194,17034800.0
171.194,17030100.0
171.194,17025900.0
171.194,17022200.0
171.194,68570900.0
171.194,17033000.0
171.194,17020100.0
171.194,679778000.0
171.194,48099900.0
171.194,17425200.0
171.194,17018700.0
171.194,17035400.0
171.194,17018700.0
171.194,17016000.0
171.194,17012000.0
176.199,17008800.0
176.199,17002300.0
176.199,16996900.0
176.199,16992400.0
176.199,16984400.0
176.199,16977600.0
176.199,16970700.0
176.199,16964600.0
176.199,16958200.0
176.199,16955100.0
176.199,16951500.0
176.199,16945700.0
176.199,16960100.0
176.199,16940700.0
176.199,18323100.0
181.209,17026900.0
181.209,16938100.0
181.209,16946600.0
181.209,16933900.0
181.209,16928600.0
181.209,16920200.0
181.209,16911600.0
181.209,16906500.0
181.209,16897900.0
181.209,16896400.0
181.209,16890700.0
181.209,17306200.0
181.209,16890500.0
186.675,16884000.0
186.675,16879900.0
186.675,16874800.0
186.675,16929000.0
186.675,16873200.0
186.675,16911500.0
186.675,16880300.0
186.675,16873200.0
186.675,16880600.0
186.675,16872600.0
186.675,16871500.0
186.675,16865100.0
186.675,16862800.0
186.675,16859600.0
186.675,16856000.0
186.675,16903800.0
186.675,16851500.0
186.675,16848000.0
186.675,16908300.0
191.695,16850100.0
191.695,16846700.0
191.695,16876400.0
191.695,16844200.0
191.695,16840400.0
191.695,16845800.0
191.695,16839300.0
191.695,16836200.0
191.695,16833300.0
191.695,16830400.0
191.695,16828200.0
191.695,16825900.0
191.695,16823600.0
191.695,16820700.0
191.695,16817900.0
191.695,16814600.0
191.695,16811300.0
191.695,16809300.0
191.695,16805700.0
191.695,16804500.0
191.695,16802400.0
191.695,16800000.0
191.695,16797600.0
191.695,16792600.0
191.695,16788500.0
191.695,16784300.0
191.695,16781600.0
191.695,16777900.0
191.695,16774700.0
191.695,16771300.0
196.707,19648400.0
196.707,17055400.0
196.707,16797000.0
196.707,16773100.0
196.707,16771200.0
196.707,16781100.0
196.707,16769400.0
196.707,16766000.0
196.707,16763200.0
196.707,16760400.0
196.707,16754500.0
196.707,16750600.0
196.707,16751000.0
196.707,16747200.0
196.707,16742900.0
196.707,16739800.0
196.707,16737500.0
196.707,16736200.0
196.707,16734300.0
196.707,16732500.0
196.707,16730800.0
196.707,16733600.0
196.707,16730000.0
196.707,16727900.0
196.707,16727500.0
196.707,16725900.0
196.707,16725800.0
196.707,16723000.0
196.707,16722200.0
196.707,16720700.0
201.719,16718500.0
201.719,16717500.0
201.719,16715500.0
201.719,16714000.0
201.719,16711400.0
201.719,16709900.0
201.719,16707200.0
201.719,16704400.0
201.719,16700900.0
201.719,16696400.0
201.719,16693200.0
201.719,16848700.0
201.719,16712000.0
201.719,16692600.0
201.719,16687500.0
201.719,16690100.0
201.719,16684600.0
201.719,16681100.0
201.719,16676400.0
201.719,16672000.0
201.719,16668000.0
201.719,16665900.0
206.739,16662700.0
206.739,16664000.0
206.739,16662000.0
206.739,16660100.0
206.739,16658000.0
206.739,16655400.0
206.739,16652200.0
206.739,16648300.0
206.739,16644400.0
206.739,16638800.0
206.739,332385000.0
206.739,31383900.0
206.739,16809400.0
206.739,16637700.0
206.739,4264350000.0
206.739,478603000.0
206.739,56036800.0
206.739,19473100.0
206.739,16791600.0
206.739,16641200.0
206.739,16637400.0
211.751,16635500.0
211.751,144007000.0
211.751,22203400.0
211.751,17147700.0
211.751,16732000.0
211.751,16662900.0
211.751,16644400.0
211.751,16638000.0
211.751,16635700.0
211.751,16635100.0
211.751,16629500.0
211.751,16627800.0
211.751,16623600.0
211.751,16618000.0
211.751,16605700.0
211.751,11737000000.0
211.751,1538860000.0
211.751,70896100.0
211.751,16634400.0
211.751,16604500.0
211.751,16603900.0
211.751,16603600.0
211.751,16605400.0
211.751,16601100.0
211.751,16670600.0
211.751,16598700.0
216.89,94381100.0
216.89,22879700.0
216.89,17037000.0
216.89,16621200.0
216.89,16598700.0
216.89,16596300.0
216.89,16591700.0
216.89,16590500.0
216.89,16589000.0
216.89,16587400.0
216.89,16585800.0
216.89,16584100.0
216.89,16582800.0
216.89,16581700.0
216.89,16580300.0
216.89,16579500.0
216.89,16577900.0
216.89,16577000.0
216.89,16576100.0
216.89,16574800.0
216.89,16572700.0
216.89,16571100.0
216.89,16570300.0
216.89,16566000.0
216.89,16563700.0
216.89,16560400.0
216.89,16559200.0
216.89,16559900.0
216.89,16558200.0
216.89,16557200.0
216.89,16556400.0
216.89,16555300.0
221.899,16553900.0
221.899,16551600.0
221.899,16548900.0
221.899,16545200.0
221.899,16547000.0
221.899,16544100.0
221.899,16540200.0
221.899,16537300.0
221.899,16535600.0
221.899,16533700.0
221.899,16531000.0
221.899,18546200.0
221.899,16660300.0
221.899,16536500.0
221.899,16530600.0
221.899,16553200.0
221.899,16533800.0
221.899,16529500.0
221.899,16527600.0
221.899,16525800.0
221.899,16523500.0
221.899,16520300.0
221.899,16518300.0
221.899,16515400.0
221.899,16512700.0
221.899,16511100.0
221.899,16508100.0
221.899,16503800.0
221.899,16500500.0
221.899,16496600.0
226.916,16490700.0
226.916,16485500.0
226.916,19507900.0
226.916,16615100.0
226.916,16486400.0
226.916,16484800.0
226.916,16484600.0
226.916,16483600.0
226.916,16477700.0
226.916,16474600.0
226.916,16490700.0
226.916,16474400.0
226.916,16491100.0
226.916,16473000.0
226.916,16469900.0
226.916,16468200.0
226.916,16466800.0
226.916,16467800.0
226.916,16465800.0
226.916,16469100.0
226.916,16465300.0
226.916,16463400.0
226.916,16461900.0
226.916,16460800.0
226.916,16458800.0
226.916,16457300.0
226.916,16454800.0
226.916,16452500.0
226.916,16450100.0
226.916,16448100.0
226.916,16445300.0
226.916,16443100.0
231.927,16441400.0
231.927,16440200.0
231.927,16439100.0
231.927,16437800.0
231.927,16436400.0
231.927,16435700.0
231.927,16433900.0
231.927,16432900.0
231.927,16431600.0
231.927,16430500.0
231.927,16428900.0
231.927,16427200.0
231.927,16452600.0
231.927,16427100.0
231.927,16424600.0
231.927,16421200.0
231.927,16419600.0
231.927,16415600.0
231.927,16414300.0
231.927,16411200.0
231.927,16408700.0
231.927,16406100.0
231.927,16433900.0
231.927,16404400.0
231.927,27769500.0
231.927,17252900.0
231.927,16586200.0
231.927,16407100.0
231.927,16403900.0
231.927,25657800.0
231.927,17297100.0
236.936,16658400.0
236.936,16435200.0
236.936,16405700.0
236.936,16403700.0
236.936,16401500.0
236.936,16399900.0
236.936,16397800.0
236.936,16392800.0
236.936,16388600.0
236.936,16377300.0
236.936,16369800.0
236.936,16361600.0
236.936,16355300.0
236.936,16349500.0
236.936,16345000.0
236.936,16340000.0
236.936,16332500.0
236.936,17406200.0
236.936,16346700.0
236.936,16333700.0
236.936,16331200.0
236.936,16326200.0
236.936,16320400.0
236.936,16315200.0
236.936,16368800.0
236.936,16321500.0
236.936,16314700.0
236.936,16309400.0
236.936,16492800.0
236.936,16320400.0
236.936,16307800.0
241.947,16350500.0
241.947,16309700.0
241.947,16304400.0
241.947,16301500.0
241.947,16297300.0
241.947,16292600.0
241.947,16289600.0
241.947,17279400.0
241.947,16288900.0
241.947,16290200.0
241.947,16286200.0
241.947,16278000.0
241.947,16274000.0
241.947,16269600.0
241.947,16265900.0
241.947,16262700.0
241.947,16259700.0
241.947,16256500.0
241.947,16252300.0
241.947,16246600.0
241.947,16254300.0
241.947,16245800.0
241.947,16242600.0
241.947,16239000.0
241.947,16235000.0
241.947,16237200.0
241.947,16232200.0
241.947,16243600.0
241.947,16234100.0
241.947,16231600.0
247.007,16229900.0
247.007,16228100.0
247.007,16227000.0
247.007,16224700.0
247.007,16221800.0
247.007,16217900.0
247.007,16213600.0
247.007,16209500.0
247.007,16205900.0
247.007,16202700.0
247.007,16201100.0
247.007,16208100.0
247.007,16200300.0
247.007,16199100.0
247.007,16197500.0
247.007,16197000.0
247.007,16196400.0
247.007,16195800.0
247.007,16195300.0
247.007,16195300.0
247.007,16194900.0
247.007,16194500.0
247.007,16194200.0
247.007,16193900.0
247.007,16193200.0
247.007,16192800.0
247.007,16192500.0
247.007,16192200.0
247.007,16191800.0
247.007,16192000.0
247.007,16191600.0
252.019,16191200.0
252.019,16190400.0
252.019,16189800.0
252.019,16188900.0
252.019,16188000.0
252.019,16187000.0
252.019,16186200.0
252.019,16184700.0
252.019,16183000.0
252.019,16181400.0
252.019,16178900.0
252.019,16177300.0
252.019,16174900.0
252.019,16174000.0
252.019,16173400.0
252.019,16172500.0
252.019,16171800.0
252.019,16171100.0
252.019,16169900.0
252.019,16168700.0
252.019,16167300.0
252.019,16165600.0
252.019,16163700.0
252.019,16162700.0
252.019,16165300.0
252.019,16161300.0
252.019,16159400.0
252.019,16158400.0
252.019,16156500.0
252.019,16155300.0
252.019,16154000.0
252.019,16152400.0
257.033,16152200.0
257.033,16159200.0
257.033,16152400.0
257.033,16150800.0
257.033,16149700.0
257.033,16148500.0
257.033,16146200.0
257.033,16143900.0
