[rosmaster.main][INFO] 2026-08-03 15:39:33,600: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2026-08-03 15:39:33,600: Starting ROS Master Node
[rosmaster.master][INFO] 2026-08-03 15:39:36,716: +PARAM [/roslaunch/uris/host_sc_202607101733__43919] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,720: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,720: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,721: +PARAM [/mode] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,721: +PARAM [/smoke_free/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,721: +PARAM [/smoke_free/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,722: +PARAM [/smoke_free/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,722: +PARAM [/smoke_free/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,722: +PARAM [/smoke_free/object/position] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,723: +PARAM [/smoke_free/object/quaternion] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,723: +PARAM [/loose/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,723: +PARAM [/loose/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,724: +PARAM [/loose/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,724: +PARAM [/loose/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,724: +PARAM [/nominal/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,725: +PARAM [/nominal/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,725: +PARAM [/nominal/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,725: +PARAM [/nominal/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,726: +PARAM [/narrow/num_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,726: +PARAM [/narrow/start_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,726: +PARAM [/narrow/end_pt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,727: +PARAM [/narrow/inter_points] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,727: +PARAM [/task] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,727: +PARAM [/num_pre_point] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,728: +PARAM [/num_post_point] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,728: +PARAM [/scale] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,728: +PARAM [/staticR] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,729: +PARAM [/dynar] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,729: +PARAM [/upper_arm] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,729: +PARAM [/lower_arm] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,729: +PARAM [/rate] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,730: +PARAM [/mass] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,730: +PARAM [/debug] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,730: +PARAM [/debug_endEffector] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,730: +PARAM [/object_height] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,731: +PARAM [/se3_node/MapTopic] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,731: +PARAM [/se3_node/TargetTopic] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,731: +PARAM [/se3_node/OdomFrame] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,732: +PARAM [/se3_node/UpperArm] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,732: +PARAM [/se3_node/LowerArm] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,732: +PARAM [/se3_node/StaticRadius] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,733: +PARAM [/se3_node/EndEffectorRadius] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,733: +PARAM [/se3_node/MapHeight] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,733: +PARAM [/se3_node/PolyhedronBox] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,734: +PARAM [/se3_node/MaxLengthLine] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,734: +PARAM [/se3_node/Rho] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,734: +PARAM [/se3_node/TotalT] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,735: +PARAM [/se3_node/QdIntervals] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,735: +PARAM [/se3_node/HorizHalfLen] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,735: +PARAM [/se3_node/VertHalfLen] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,735: +PARAM [/se3_node/SafeMargin] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,736: +PARAM [/se3_node/BiasArmToBody] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,736: +PARAM [/se3_node/VelMax] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,736: +PARAM [/se3_node/ThrustAccMin] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,737: +PARAM [/se3_node/ThrustAccMax] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,737: +PARAM [/se3_node/BodyRateMax] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,737: +PARAM [/se3_node/InitVel] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,737: +PARAM [/se3_node/ArmVelMax] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,738: +PARAM [/se3_node/BoundArmZ] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,738: +PARAM [/se3_node/TaskArmZ] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,738: +PARAM [/se3_node/EEDownVel] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,738: +PARAM [/se3_node/ObjectHeight] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,739: +PARAM [/se3_node/GravAcc] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,739: +PARAM [/se3_node/PenaltyPVTB] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,739: +PARAM [/se3_node/PenaltyArm] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,739: +PARAM [/se3_node/PrintCost] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,740: +PARAM [/se3_node/UseC2Diffeo] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,740: +PARAM [/se3_node/MultiLayerOpt] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,740: +PARAM [/se3_node/OptRelTol1] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,741: +PARAM [/se3_node/OptRelTol2] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,741: +PARAM [/se3_node/S_CurvCoeff] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,741: +PARAM [/se3_node/Restart] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,741: +PARAM [/se3_node/TrajVizWidth] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,742: +PARAM [/se3_node/TrajVizRGB] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,742: +PARAM [/se3_node/EllipsoidPath] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,742: +PARAM [/se3_node/QuadEllipsoidVizRGBA] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,743: +PARAM [/se3_node/EEEllipsoidVizRGBA] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,743: +PARAM [/se3_node/QuadrotorPath] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,743: +PARAM [/se3_node/PenaltyGraspWeight] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,743: +PARAM [/se3_node/OrientationR] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,743: +PARAM [/se3_node/GraspR] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,744: +PARAM [/se3_node/PlatformR] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,744: +PARAM [/se3_node/SmoothR] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,744: +PARAM [/se3_node/CollectData] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,744: +PARAM [/se3_node/CoordinateNum] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,745: +PARAM [/se3_node/use_quadrotor_odom] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,745: +PARAM [/se3_node/use_object_odom] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,745: +PARAM [/se3_node/overlap] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,745: +PARAM [/map/x_size] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,746: +PARAM [/map/y_size] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,746: +PARAM [/map/z_size] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,746: +PARAM [/map/origin_x] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,746: +PARAM [/map/origin_y] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,746: +PARAM [/map/origin_z] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,747: +PARAM [/map/resolution] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,747: +PARAM [/map/world_frame_id] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,747: +PARAM [/world_frame_id] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,748: +PARAM [/jps/resolution] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,748: +PARAM [/jps/lambda_heu] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,749: +PARAM [/jps/allocate_num] by /roslaunch
[rosmaster.master][INFO] 2026-08-03 15:39:36,796: +PUB [/rosout] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,797: +SERVICE [/se3_node/get_loggers] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,797: +SERVICE [/se3_node/set_logger_level] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,800: +CACHEDPARAM [/rosout_disable_topics_generation] by /se3_node
[rosmaster.master][INFO] 2026-08-03 15:39:36,801: +SUB [/se3_node/object_odom] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,802: +PUB [/trajectory] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,803: +PUB [/trajectory_arm] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,804: +SUB [/start_trigger] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,806: +SUB [/publish_trigger] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,807: +PUB [/visualization/target] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,807: +PUB [/finish_simulation] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,807: +PUB [/logger] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,813: +SUB [/trajectory] /s1_r1_trajectory_capture_101098_1785742774470 http://SC-202607101733:44981/
[rosmaster.master][INFO] 2026-08-03 15:39:36,814: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:43765/', 'http://SC-202607101733:44981/', 'http://SC-202607101733:35889/']
[rosmaster.master][INFO] 2026-08-03 15:39:36,815: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:43765/', 'http://SC-202607101733:44981/', 'http://SC-202607101733:35889/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-03 15:39:36,815: +SUB [/trajectory_arm] /s1_r1_trajectory_capture_101098_1785742774470 http://SC-202607101733:44981/
[rosmaster.master][INFO] 2026-08-03 15:39:36,824: +PUB [/visualization/trajectory1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,825: +PUB [/visualization/ellipsoid_dilate1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,825: +PUB [/visualization/ellipsoid1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,826: +PUB [/visualization/quadrotor] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,826: +PUB [/visualization/polyhedra1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,827: +PUB [/visualization/tilt_rate] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,828: +PUB [/visualization/thrust_magnitute] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,828: +PUB [/visualization/path1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,829: +PUB [/visualization/keypoints1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,829: +PUB [/visualization/guidepoints1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,830: +PUB [/visualization/ellipsoid_end1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,830: +PUB [/visualization/active_polyhedron1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,831: +PUB [/visualization/sphere1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,831: +PUB [/visualization/sphere_end1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,831: +PUB [/visualization/sphere_connect1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,833: +PUB [/visualization/ellipsoid_path11] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,833: +PUB [/visualization/ellipsoid_path21] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,834: +PUB [/visualization/coord_axes1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,834: +PUB [/visualization/trajectory2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,834: +PUB [/visualization/ellipsoid_dilate2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,835: +PUB [/visualization/ellipsoid2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,835: +PUB [/visualization/polyhedra2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,836: +PUB [/visualization/path2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,836: +PUB [/visualization/keypoints2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,837: +PUB [/visualization/guidepoints2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,837: +PUB [/visualization/ellipsoid_end2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,838: +PUB [/visualization/active_polyhedron2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,838: +PUB [/visualization/sphere2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,839: +PUB [/visualization/sphere_end2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,839: +PUB [/visualization/sphere_connect2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,840: +PUB [/visualization/ellipsoid_path12] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,840: +PUB [/visualization/ellipsoid_path22] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,841: +PUB [/visualization/coord_axes2] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,842: +SUB [/global_map] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,843: +PUB [/path] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,859: +PUB [/rawpath_jps_vis] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,859: +PUB [/optipath_jps_vis] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,860: +PUB [/keygrid_jps_vis] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:36,860: +PUB [/sample_path_jps_vis] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:39:37,019: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2026-08-03 15:41:33,805: -SUB [/trajectory] /s1_r1_trajectory_capture_101098_1785742774470 http://SC-202607101733:44981/
[rosmaster.master][INFO] 2026-08-03 15:41:33,806: -SUB [/trajectory_arm] /s1_r1_trajectory_capture_101098_1785742774470 http://SC-202607101733:44981/
[rosmaster.master][INFO] 2026-08-03 15:41:33,806: -PUB [/rosout] /s1_r1_trajectory_capture_101098_1785742774470 http://SC-202607101733:44981/
[rosmaster.master][INFO] 2026-08-03 15:41:33,806: -SERVICE [/s1_r1_trajectory_capture_101098_1785742774470/get_loggers] /s1_r1_trajectory_capture_101098_1785742774470 rosrpc://SC-202607101733:43355
[rosmaster.master][INFO] 2026-08-03 15:41:33,807: -SERVICE [/s1_r1_trajectory_capture_101098_1785742774470/set_logger_level] /s1_r1_trajectory_capture_101098_1785742774470 rosrpc://SC-202607101733:43355
[rosmaster.master][INFO] 2026-08-03 15:41:33,819: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:43765/', 'http://SC-202607101733:35889/']
[rosmaster.master][INFO] 2026-08-03 15:41:33,820: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:43765/', 'http://SC-202607101733:35889/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-03 15:41:34,428: -PUB [/rosout] /s2_r2_crossarm_map_publisher_100987_1785742773471 http://SC-202607101733:43765/
[rosmaster.master][INFO] 2026-08-03 15:41:34,430: -PUB [/global_map] /s2_r2_crossarm_map_publisher_100987_1785742773471 http://SC-202607101733:43765/
[rosmaster.master][INFO] 2026-08-03 15:41:34,431: -SERVICE [/s2_r2_crossarm_map_publisher_100987_1785742773471/get_loggers] /s2_r2_crossarm_map_publisher_100987_1785742773471 rosrpc://SC-202607101733:42927
[rosmaster.master][INFO] 2026-08-03 15:41:34,433: -SERVICE [/s2_r2_crossarm_map_publisher_100987_1785742773471/set_logger_level] /s2_r2_crossarm_map_publisher_100987_1785742773471 rosrpc://SC-202607101733:42927
[rosmaster.master][INFO] 2026-08-03 15:41:34,521: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:35889/']
[rosmaster.master][INFO] 2026-08-03 15:41:34,521: publisherUpdate[/global_map] -> http://SC-202607101733:35889/ []
[rosmaster.master][INFO] 2026-08-03 15:41:34,522: publisherUpdate[/rosout] -> http://SC-202607101733:45427/ ['http://SC-202607101733:35889/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-03 15:41:34,522: publisherUpdate[/global_map] -> http://SC-202607101733:35889/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-08-03 15:41:34,624: -PUB [/rosout_agg] /rosout http://SC-202607101733:45427/
[rosmaster.master][INFO] 2026-08-03 15:41:34,624: -PUB [/rosout] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,627: -SUB [/rosout] /rosout http://SC-202607101733:45427/
[rosmaster.master][INFO] 2026-08-03 15:41:34,629: -PUB [/trajectory] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,631: -SERVICE [/rosout/get_loggers] /rosout rosrpc://SC-202607101733:55751
[rosmaster.master][INFO] 2026-08-03 15:41:34,633: -SERVICE [/rosout/set_logger_level] /rosout rosrpc://SC-202607101733:55751
[rosmaster.master][INFO] 2026-08-03 15:41:34,634: -PUB [/trajectory_arm] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,635: -CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2026-08-03 15:41:34,635: -PUB [/visualization/target] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,637: -PUB [/finish_simulation] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,638: -PUB [/logger] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,639: -PUB [/visualization/trajectory1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,639: -PUB [/visualization/ellipsoid_dilate1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,640: -PUB [/visualization/ellipsoid1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,640: -PUB [/visualization/quadrotor] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,641: -PUB [/visualization/polyhedra1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,642: -PUB [/visualization/tilt_rate] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,642: -PUB [/visualization/thrust_magnitute] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,643: -PUB [/visualization/path1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,643: -PUB [/visualization/keypoints1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,644: -PUB [/visualization/guidepoints1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,644: -PUB [/visualization/ellipsoid_end1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,645: -PUB [/visualization/active_polyhedron1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,645: -PUB [/visualization/sphere1] /se3_node http://SC-202607101733:35889/
[rosmaster.master][INFO] 2026-08-03 15:41:34,646: -PUB [/visualization/sphere_end1] /se3_node http://SC-202607101733:35889/
