time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,qddot1_rad_s2,qddot2_rad_s2,qddot3_rad_s2
0,0.157989852165,0.157989852165,0.157989852165,-0.000278877190588,5.12563442321e-05,0.000199897940309,0.126689603376,-0.0236339115691,-0.090641548913
0.005,0.157990556398,0.15798972067,0.15798934837,0.000560570331221,-0.000103854215361,-0.000401416005658,0.209089405348,-0.0384103122681,-0.149884029474
0.01,0.157995457868,0.157988813623,0.157985838005,0.00181201686289,-0.000332846778448,-0.00129894235443,0.331849649318,-0.0601771480468,-0.238265101808
0.015,0.158008676566,0.157986392202,0.157976358946,0.0038790668244,-0.000705625695829,-0.00278406702374,0.493293965114,-0.0881417098066,-0.354821963864
0.02,0.158034248536,0.157981757366,0.157957997335,0.00674495651403,-0.00121426387651,-0.00484716199307,0.651389589306,-0.114526051857,-0.469458270547
0.025,0.158076126132,0.157974249564,0.157927887326,0.0103929627175,-0.0018508862144,-0.00747864972921,0.806142596863,-0.139339710246,-0.582184229934
0.03,0.158138178164,0.157963248504,0.157883210837,0.0148063824827,-0.00260766097897,-0.0106690042924,0.95755515942,-0.162590554473,-0.693010257393
0.035,0.158224189956,0.157948172954,0.157821197283,0.0199685143117,-0.00347679175914,-0.0144087523031,1.10562582654,-0.184284897569,-0.801946946942
0.04,0.158337863307,0.157928480586,0.157739123314,0.025862640748,-0.00445050995466,-0.0186884737618,1.25034980261,-0.204427604653,-0.909005041758
0.045,0.158482816364,0.157903667854,0.157634312546,0.0324720123377,-0.00552106780567,-0.0234988027207,1.39171921977,-0.223022199459,-1.01419540445
0.05,0.15866258343,0.157873269908,0.157504135287,0.0397798329457,-0.00668073194925,-0.0288304278063,1.52972340732,-0.24007096914,-1.11752898637
0.055,0.158880614693,0.157836860535,0.157346008268,0.0477692464109,-0.00792177749707,-0.0346740925844,1.66434915797,-0.255575067545,-1.21901679585
0.06,0.159140275894,0.157794052133,0.157157394361,0.0564233245254,-0.0092364826247,-0.0410205957649,1.79558099134,-0.269534616683,-1.31866986573
0.065,0.159444847939,0.157744495709,0.15693580231,0.0657250563243,-0.0106171236639,-0.0478607912417,1.92340141459,-0.281948806671,-1.41649921964
0.07,0.159797526458,0.157687880896,0.156678786449,0.0756573386713,-0.0120559706914,-0.0551855879613,2.04779118061,-0.292815994079,-1.51251583725
0.075,0.160201421325,0.157623936002,0.15638394643,0.0862029681305,-0.0135452836047,-0.0629859496141,2.16872954381,-0.302133798731,-1.60673061811
0.08,0.160659556139,0.15755242806,0.156048926953,0.0973446341095,-0.0150773086787,-0.0712528941424,2.28619451333,-0.309899199273,-1.69915434442
0.085,0.161174867666,0.157473162915,0.155671417489,0.109064913264,-0.0166442755974,-0.0799774930583,2.40016310384,-0.31610862725,-1.78979764248
0.09,0.161750205271,0.157385985304,0.155249152022,0.121346265148,-0.0182383949512,-0.0891508705672,2.51061158387,-0.320758059853,-1.8786709428
0.095,0.162388330318,0.157290778965,0.154779908783,0.134171029102,-0.019851856196,-0.0987642024863,2.61751572143,-0.323843111647,-1.9657844388
0.1,0.163091915562,0.157187466742,0.154261509997,0.147521422362,-0.0214768260677,-0.108808714955,2.72085102651,-0.325359124944,-2.05114804432
0.105,0.163863544541,0.157076010705,0.153691821634,0.161379539368,-0.0231054474454,-0.119275682929,2.82059299083,-0.32530125925,-2.13477134948
0.11,0.164705710956,0.156956412268,0.153068753168,0.17572735227,-0.0247298386602,-0.13015642845,2.91671732387,-0.323664579791,-2.21666357547
0.115,0.165620818064,0.156828712318,0.152390257349,0.190546712606,-0.0263420932433,-0.141442318684,3.00920018518,-0.32044414487,-2.29683352774
0.12,0.166611178082,0.156692991336,0.151654329981,0.205819354122,-0.0279342801089,-0.153124763727,3.0980184128,-0.315635092505,-2.37528954787
0.125,0.167679011605,0.156549369517,0.150859009712,0.221526896734,-0.0294984441684,-0.165195214163,3.18314974691,-0.309232726314,-2.45203946409
0.13,0.16882644705,0.156398006894,0.15000237784,0.237650851591,-0.031026607372,-0.177645158368,3.26457304858,-0.301232600508,-2.52709054032
0.135,0.170055520121,0.156239103443,0.149082558128,0.25417262722,-0.0325107701734,-0.190466119566,3.34226851314,-0.291630604199,-2.60044942398
0.14,0.171368173322,0.156072899192,0.148097716644,0.271073536723,-0.033942913414,-0.203649652608,3.4162178776,-0.280423045087,-2.67212209228
0.145,0.172766255489,0.155899674309,0.147046061602,0.288334805996,-0.0353150006243,-0.217187340489,3.48640462168,-0.267606732374,-2.74211379735
0.15,0.174251521382,0.155719749186,0.145925843239,0.30593758294,-0.0366189807377,-0.231070790582,3.55281416183,-0.253179059135,-2.81042900993
0.155,0.175825631318,0.155533484502,0.144735353696,0.323862947614,-0.0378467912157,-0.245291630588,3.6154340377,-0.23713808408,-2.87707136169
